Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
30.0,3348.0,7499.52,2.24,0.07,687.0,2,1,7,4,0,0,2,2
30.0,5000.0,28900.0,5.78,0.19,907.0,1,1,12,1,1,0,1,2
100.0,56540.0,73502.0,1.3,0.01,12213.0,2,1,5,3,0,0,2,2
100.0,4708.0,376640.0,80.0,0.8,1914.0,1,6,6,5,1,1,3,3
240.0,32000.0,320640.0,10.02,0.04,12264.0,1,10,8,3,1,1,2,1
60.0,1799.0,13492.5,7.5,0.12,226.0,1,4,4,1,0,0,1,2
60.0,25.0,33.0,1.32,0.02,5.0,1,1,19,4,1,0,1,2
60.0,46.0,114.54,2.49,0.04,2.0,1,4,4,1,1,0,2,2
100.0,45285.0,58870.5,1.3,0.01,8998.0,2,1,12,3,1,0,2,2
30.0,1644.0,6641.76,4.04,0.13,97.0,2,2,1,1,1,0,1,2
1.0,1362.0,33369.0,24.5,11.761991170924096,970.0,1,17,15,5,1,1,3,10
60.0,7876.0,11971.52,1.52,0.03,5588.0,1,1,4,4,1,0,1,2
60.0,18958.0,162090.9,8.55,0.14,10030.0,1,2,10,1,0,0,1,2
60.0,1700.0,3315.0,1.95,0.03,268.0,1,10,9,1,1,0,2,2
240.0,3500.0,6825.0,1.95,0.01,1313.0,1,1,1,3,1,0,2,2
120.0,32753.0,670781.44,20.48,0.17,8820.0,2,2,5,1,0,0,1,2
300.0,2502.0,90472.32,36.16,0.12,2364.0,1,11,7,3,1,1,2,8
30.0,36273.0,381591.96,10.52,0.35,4846.0,2,3,12,1,1,0,1,2
60.0,29489.0,314942.52,10.68,0.18,2670.0,1,1,5,1,1,0,1,2
30.0,5000.0,25650.0,5.13,0.17,861.0,1,2,12,1,0,0,1,2
60.0,372.0,706.8,1.9,0.03,33.0,1,4,12,1,1,0,2,2
60.0,4501.0,51311.4,11.4,0.19,506.0,3,1,4,1,1,0,1,2
100.0,2000.0,140000.0,70.0,0.7,453.0,1,9,1,5,1,1,3,3
60.0,16495.0,59382.0,3.6,0.06,1636.0,3,4,4,1,1,0,2,2
30.0,56500.0,579125.0,10.25,0.34,7324.0,4,3,10,1,1,1,1,2
100.0,1500.0,120000.0,80.0,0.8,781.0,1,6,7,5,1,1,3,3
100.0,1500.0,120000.0,80.0,0.8,7500.0,1,6,5,5,1,1,3,3
60.0,13127.0,32948.77,2.51,0.04,1252.0,2,1,2,1,1,0,1,2
60.0,112000.0,281120.0,2.51,0.04,6449.0,2,3,2,1,1,0,1,2
30.0,17038.0,152830.86,8.97,0.3,1722.0,3,1,4,1,1,0,1,2
120.0,9.0,303.66,33.74,0.28,13.0,1,1,13,1,0,0,1,2
60.0,66660.0,168649.8,2.53,0.04,3211.0,1,1,8,1,1,1,1,2
20.0,2000.0,64000.0,32.0,1.6,682.0,1,7,16,5,1,1,3,4
100.0,240.0,19200.0,80.0,0.8,100.0,1,6,3,5,1,1,3,3
60.0,10963.0,26530.46,2.42,0.04,4687.0,2,1,7,1,0,0,1,2
60.0,466.0,18928.92,40.62,0.68,69.0,1,10,9,4,1,1,2,1
60.0,21200.0,49396.0,2.33,0.04,1012.0,3,1,4,1,1,0,1,2
90.0,635.0,5905.5,9.3,0.1,65.0,3,5,4,1,1,0,2,2
20.0,24.0,768.0,32.0,1.6,8.0,1,7,15,5,1,1,3,4
120.0,2040.0,83844.0,41.1,0.34,309.0,1,8,4,1,1,1,1,6
30.0,19000.0,228190.0,12.01,0.4,1485.0,1,1,23,1,1,0,1,2
30.0,4500.0,24075.0,5.35,0.18,350.0,2,2,12,1,1,0,1,2
30.0,5150.0,45062.5,8.75,0.29,327.0,1,2,22,1,0,0,1,2
60.0,30000.0,67800.0,2.26,0.04,8615.0,2,5,7,1,0,0,1,2
30.0,6000.0,57780.0,9.63,0.32,1726.0,1,2,21,1,1,0,1,2
30.0,984.0,1230.0,1.25,0.04,53.0,1,1,13,1,1,1,2,2
120.0,4078.0,167605.8,41.1,0.34,885.0,1,8,2,1,1,0,1,6
20.0,27.0,864.0,32.0,1.6,10.0,1,7,15,5,1,1,3,4
100.0,4500.0,323955.0,71.99,0.72,1053.0,1,9,2,5,1,1,3,3
30.0,4.0,105.0,26.25,0.88,1.0,1,15,4,1,1,0,1,11
30.0,5000.0,17350.0,3.47,0.12,263.0,1,16,1,4,1,0,2,1
20.0,5700.0,182400.0,32.0,1.6,1906.0,1,7,6,5,1,1,3,4
60.0,3895.0,27732.4,7.12,0.12,289.0,1,5,12,1,1,0,1,2
30.0,772.0,18273.24,23.67,0.79,140.0,1,10,5,4,0,1,1,1
120.0,80.0,3288.0,41.1,0.34,19.0,1,8,12,1,1,0,1,6
60.0,90.0,126.0,1.4,0.02,6.0,1,1,10,4,1,1,1,2
60.0,85000.0,289000.0,3.4,0.06,14311.0,1,1,2,1,1,0,1,2
240.0,435.0,5254.8,12.08,0.05,116.0,2,1,7,3,1,0,2,2
100.0,173.0,1384.0,8.0,0.08,201.0,1,6,17,5,1,1,4,3
60.0,10000.0,93500.0,9.35,0.16,905.0,3,1,4,1,1,0,1,2
20.0,100.0,2700.0,27.0,1.35,28.0,1,12,19,5,1,1,3,5
30.0,1600.0,3200.0,2.0,0.07,422.0,1,4,7,1,1,0,1,2
100.0,213.0,2.13,0.01,0.0,14.0,1,9,19,5,1,1,4,2
20.0,2551.0,81632.0,32.0,1.6,885.0,1,7,19,5,1,1,3,4
100.0,1000.0,80000.0,80.0,0.8,343.0,1,25,2,5,1,1,3,3
60.0,100000.0,811000.0,8.11,0.14,46946.48571682304,2,3,6,1,1,0,1,2
60.0,40000.0,136000.0,3.4,0.06,9344.0,1,3,2,1,0,0,1,2
30.0,8000.0,16000.0,2.0,0.07,8855.0,2,4,7,1,1,0,1,2
90.0,702.0,3102.84,4.42,0.05,126.0,1,18,11,4,0,1,2,2
30.0,106589.0,480716.39,4.51,0.15,9061.0,4,1,8,1,1,1,1,2
60.0,4200.0,11466.0,2.73,0.05,563.0,1,1,12,1,0,0,1,2
60.0,207.0,273.24,1.32,0.02,12.0,1,1,1,4,1,0,1,2
100.0,100.0,8905.0,89.05,0.89,1173.0,1,10,10,1,1,1,5,2
