Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
40.0,415.0,31540.0,76.0,1.9,453.0,1,24,1,5,1,0,3,1
240.0,1000.0,6200.0,6.2,0.03,358.0,1,1,11,3,1,1,2,2
60.0,7925.0,21080.5,2.66,0.04,18041.0,2,1,1,1,1,0,1,2
60.0,111.0,5994.0,54.0,0.9,42.0,1,10,10,1,1,1,1,1
1.0,448.0,403.2,0.9,0.9,71.0,1,13,21,5,1,1,4,7
120.0,33086.0,664036.02,20.07,0.17,5065.0,2,2,5,1,1,0,1,2
60.0,25740.0,198712.8,7.72,0.13,2705.0,2,3,1,1,0,0,1,2
60.0,5324.0,22094.6,4.15,0.07,4654.0,4,2,10,1,1,1,2,2
30.0,145784.18484021962,1302250.6478105593,10.78,0.36,46946.48571682304,2,2,2,1,0,0,1,2
240.0,1905.0,2724.15,1.43,0.01,786.0,1,1,14,3,1,1,2,2
60.0,3648.0,26448.0,7.25,0.12,323.0,1,4,11,1,1,1,1,2
240.0,288.0,561.6,1.95,0.01,38.0,1,1,19,3,0,0,2,2
60.0,4340.0,30900.8,7.12,0.12,322.0,1,5,12,1,1,0,1,2
100.0,10364.0,922396.0,89.0,0.89,4212.0,1,6,4,5,1,1,3,3
60.0,800.0,1592.0,1.99,0.03,2187.0,1,4,13,1,0,0,2,2
30.0,1467.0,3286.08,2.24,0.07,1435.0,1,1,3,4,0,0,2,2
60.0,5664.0,13820.16,2.44,0.04,9863.0,1,1,1,1,0,0,1,2
240.0,6047.0,8647.21,1.43,0.01,2323.0,1,1,14,3,1,1,2,2
60.0,226.0,2486.0,11.0,0.18,42.0,1,2,13,1,0,0,1,2
60.0,18000.0,64800.0,3.6,0.06,2253.0,2,2,12,1,1,0,2,2
100.0,7500.0,600000.0,80.0,0.8,2215.0,1,9,16,5,1,1,3,3
30.0,45204.0,141036.48,3.12,0.1,33428.0,2,5,1,1,0,0,1,2
30.0,2400.0,32376.0,13.49,0.45,213.0,2,2,1,1,1,0,1,2
30.0,25000.0,83250.0,3.33,0.11,3591.0,2,5,1,1,0,0,1,2
60.0,1511.0,10879.2,7.2,0.12,205.0,1,5,12,1,1,0,1,2
60.0,10000.0,106800.0,10.68,0.18,3369.0,1,1,5,1,0,0,1,2
60.0,16683.0,65897.85,3.95,0.07,1498.0,1,1,1,1,1,1,1,2
60.0,844.0,3629.2,4.3,0.07,466.0,2,4,5,1,1,0,2,2
300.0,100.0,6082.0,60.82,0.2,164.0,1,11,11,3,1,1,2,8
307.501710918752,25.0,875.0,35.0,0.06,86.0,1,10,4,1,1,1,6,1
30.0,252.0,3276.0,13.0,0.43,17.0,1,1,11,4,1,1,1,2
60.0,145784.18484021962,565545.99,2.37,0.04,12045.0,4,1,8,1,1,1,1,2
60.0,8694.0,64335.6,7.4,0.12,819.0,2,4,7,1,1,0,1,2
60.0,3757.0,25284.61,6.73,0.11,6909.0,2,1,12,1,0,0,1,2
60.0,87384.0,611688.0,7.0,0.12,22497.0,2,1,2,1,0,0,1,2
120.0,63.0,4195.8,66.6,0.55,57.0,1,15,12,1,1,1,1,1
60.0,840.0,6300.0,7.5,0.12,57.0,1,2,11,1,1,1,1,2
30.0,600.0,7050.0,11.75,0.39,836.0,3,2,4,1,0,0,1,2
30.0,39049.0,182358.83,4.67,0.16,3669.0,1,1,8,1,1,1,1,2
30.0,4950.0,118800.0,24.0,0.8,1650.0,1,13,5,5,1,1,3,7
180.0,370.0,18248.4,49.32,0.27,368.0,1,10,1,4,0,0,1,1
60.0,18456.0,130668.48,7.08,0.12,10579.0,1,3,5,1,0,1,1,2
30.0,9400.0,75576.0,8.04,0.27,796.0,2,2,2,1,1,0,1,2
240.0,672.0,9139.2,13.6,0.06,2979.0,1,1,1,3,1,0,2,2
240.0,500.0,950.0,1.9,0.01,941.0,1,1,11,3,0,1,2,2
100.0,240.0,17277.6,71.99,0.72,55.0,1,9,19,5,1,1,3,3
30.0,1934.0,26147.68,13.52,0.45,195.0,2,26,6,1,1,0,1,2
25.0,70.0,5250.0,75.0,3.0,43.0,1,10,23,5,1,0,3,1
307.501710918752,415.0,10026.4,24.16,0.02,329.0,1,10,13,1,1,1,5,2
100.0,246.0,19680.0,80.0,0.8,114.0,1,6,3,5,1,1,3,3
30.0,3000.0,6720.0,2.24,0.07,436.0,1,1,11,4,1,1,2,2
30.0,81.0,1884.06,23.26,0.78,6.0,1,8,11,1,1,1,1,9
300.0,1083.0,39161.28,36.16,0.12,1042.0,1,11,7,3,1,1,2,8
60.0,42813.0,96329.25,2.25,0.04,4369.0,1,1,2,1,1,1,1,2
60.0,84282.0,252846.0,3.0,0.05,13680.0,2,1,2,1,1,0,1,2
60.0,13455.0,230618.7,17.14,0.29,15140.0,1,2,2,1,0,0,1,2
30.0,5670.0,70421.4,12.42,0.41,441.0,1,5,19,1,1,0,1,2
30.0,400.0,9304.0,23.26,0.78,40.0,1,8,11,1,1,1,1,9
60.0,717.0,8783.25,12.25,0.2,1736.0,1,3,11,1,0,1,1,2
40.0,476.0,36176.0,76.0,1.9,509.0,1,24,1,5,1,1,3,1
60.0,567.0,3708.18,6.54,0.11,36920.0,2,3,6,1,0,0,1,2
20.0,25.0,0.25,0.01,0.0,10.0,1,7,23,5,1,1,3,4
60.0,80000.0,184800.0,2.31,0.04,19991.0,2,5,7,1,0,0,1,2
120.0,2390.0,56762.5,23.75,0.2,533.0,1,8,7,1,1,0,1,6
30.0,10114.0,61493.12,6.08,0.2,2721.0,2,2,7,1,0,0,1,2
60.0,2708.0,25590.6,9.45,0.16,5588.0,1,2,4,1,0,0,1,2
20.0,450.0,14400.0,32.0,1.6,148.0,1,7,5,5,1,1,3,4
60.0,2460.0,17220.0,7.0,0.12,173.0,1,26,10,1,1,1,2,2
60.0,25000.0,275000.0,11.0,0.18,3595.0,1,5,11,1,0,1,1,2
60.0,10980.0,26791.2,2.44,0.04,698.0,1,1,1,1,1,0,1,2
60.0,16640.0,116480.0,7.0,0.12,1766.0,1,4,9,1,1,1,1,2
60.0,145784.18484021962,501734.25,2.43,0.04,12077.0,4,3,9,1,1,1,1,2
60.0,1296.0,6596.64,5.09,0.08,173.0,2,26,9,1,0,0,2,2
240.0,3326.0,7150.9,2.15,0.01,1225.0,1,1,15,3,1,0,2,2
60.0,3000.0,20550.0,6.85,0.11,387.0,1,8,1,1,1,1,1,9
60.0,4800.0,34896.0,7.27,0.12,3082.0,2,1,7,1,0,0,1,2
25.0,10000.0,200000.0,20.0,0.8,3334.0,1,13,5,5,1,1,3,7
60.0,7946.0,19944.46,2.51,0.04,1168.0,2,3,2,1,1,0,1,2
180.0,564.0,27816.48,49.32,0.27,3946.0,1,10,6,4,1,0,1,1
60.0,60000.0,681000.0,11.35,0.19,6949.0,3,1,4,1,1,0,1,2
270.0,16.0,1258.24,78.64,0.29,295.0,1,28,1,4,1,0,1,1
90.0,2067.0,17858.88,8.64,0.1,307.0,3,1,4,4,1,0,2,2
60.0,23.0,356.5,15.5,0.26,379.0,1,1,1,1,1,0,2,2
60.0,20000.0,338000.0,16.9,0.28,7590.0,1,1,11,1,0,1,1,2
60.0,3115.0,25387.25,8.15,0.14,178.0,1,1,10,1,1,0,1,2
30.0,50112.0,814821.12,16.26,0.54,4436.0,1,1,2,1,0,0,1,2
20.0,3500.0,112000.0,32.0,1.6,1224.0,1,7,2,5,1,1,3,4
100.0,6393.0,511440.0,80.0,0.8,1920.0,1,9,4,5,1,1,3,3
240.0,2286.0,3451.86,1.51,0.01,972.0,1,1,14,3,1,1,2,2
60.0,1652.0,11167.52,6.76,0.11,38.0,1,1,19,1,0,0,1,2
60.0,300.0,438.0,1.46,0.02,20.0,1,1,12,4,1,0,1,2
60.0,3150.0,25672.5,8.15,0.14,181.0,1,1,10,1,1,0,1,2
120.0,502.0,18072.0,36.0,0.3,119.0,1,10,12,1,1,1,1,1
30.0,22500.0,277425.0,12.33,0.41,2895.0,1,1,11,1,1,1,1,2
60.0,803.0,5018.75,6.25,0.1,552.0,1,1,19,1,0,0,1,2
200.0,36.0,50.4,1.4,0.01,4.0,1,1,4,3,1,0,2,2
60.0,448.0,3068.8,6.85,0.11,68.0,1,8,4,1,1,1,1,9
60.0,41.0,338.66,8.26,0.14,13.0,1,1,13,1,0,0,1,2
30.0,21504.0,139776.0,6.5,0.22,1849.0,1,2,11,1,1,1,1,2
90.0,106.0,940.22,8.87,0.1,294.0,1,1,19,4,0,0,2,2
100.0,20.0,2231.6,111.58,1.12,30.0,1,10,20,5,1,1,3,1
100.0,2.0,278.0,129.58352457209097,1.39,1.0,1,7,10,5,1,1,3,1
240.0,32000.0,320640.0,10.02,0.04,12374.0,1,10,8,3,1,1,2,1
30.0,536.0,9112.0,17.0,0.57,41.0,2,15,5,1,1,0,1,1
120.0,4809.0,162063.3,33.7,0.28,1196.0,1,8,1,1,1,1,1,6
60.0,6414.0,14944.62,2.33,0.04,425.0,1,3,11,1,1,1,1,2
60.0,784.0,3057.6,3.9,0.06,58.0,1,2,4,1,1,0,1,2
20.0,839.0,26848.0,32.0,1.6,284.0,1,7,5,5,1,1,3,4
60.0,7693.0,51773.89,6.73,0.11,6909.0,2,4,12,1,1,0,1,2
200.0,300.0,420.0,1.4,0.01,2584.0,1,1,10,3,0,0,2,2
60.0,760.0,5206.0,6.85,0.11,99.0,1,8,1,1,1,1,1,9
60.0,6722.0,63859.0,9.5,0.16,634.0,1,1,5,1,1,0,1,2
60.0,8778.0,75315.24,8.58,0.14,22043.0,2,3,1,1,1,0,1,2
60.0,50288.0,170979.2,3.4,0.06,16709.0,1,1,5,1,0,0,1,2
100.0,20.0,1780.0,89.0,0.89,10.0,1,6,18,5,1,1,3,3
1.0,11626.0,29065.0,2.5,2.5,613.0,1,10,7,5,1,1,3,1
30.0,240.0,6300.0,26.25,0.88,21.0,3,15,4,1,1,0,1,11
30.0,3316.0,44832.32,13.52,0.45,292.0,1,2,9,1,1,0,1,2
60.0,3710.0,12614.0,3.4,0.06,377.0,1,1,19,1,0,0,1,2
60.0,500.0,775.0,1.55,0.03,33.0,1,1,12,4,1,0,1,2
100.0,3000.0,239970.0,79.99,0.8,861.0,1,9,4,5,1,1,3,3
60.0,741.0,3705.0,5.0,0.08,66.0,1,26,10,1,1,1,2,2
60.0,1466.0,9910.16,6.76,0.11,83.0,1,1,17,1,1,0,1,2
60.0,864.0,5356.8,6.2,0.1,46.0,1,26,10,1,1,1,2,2
25.0,3800.0,77900.0,20.5,0.82,1267.0,1,13,1,5,1,1,3,7
30.0,20060.0,90871.8,4.53,0.15,1726.0,4,1,8,1,1,1,1,2
20.0,2086.0,66752.0,32.0,1.6,707.0,1,7,19,5,1,1,3,4
30.0,568.0,2022.08,3.56,0.12,5897.0,1,5,13,1,0,0,1,2
307.501710918752,34.0,1547.68,45.52,0.08,159.0,1,10,4,1,1,1,6,1
60.0,17600.0,40480.0,2.3,0.04,3526.0,2,4,5,1,1,0,2,2
60.0,720.0,5054.4,7.02,0.12,220.0,1,3,13,1,0,0,1,2
120.0,4000.0,164400.0,41.1,0.34,870.0,1,8,6,1,1,0,1,6
30.0,627.0,7787.34,12.42,0.41,4091.0,1,4,7,1,0,0,1,2
60.0,49385.0,562989.0,11.4,0.19,5553.0,3,1,4,1,1,0,1,2
60.0,37240.0,275576.0,7.4,0.12,4303.0,1,4,7,1,0,0,1,2
30.0,594.0,16394.4,27.6,0.92,63.0,1,12,22,5,1,1,3,5
60.0,6000.0,14400.0,2.4,0.04,1815.0,1,1,11,1,0,1,1,2
30.0,34997.0,187583.92,5.36,0.18,10698.0,1,14,9,1,1,0,1,2
30.0,2500.0,50000.0,20.0,0.67,343.0,1,2,1,1,1,1,1,2
60.0,5280.0,59294.4,11.23,0.19,6842.0,2,1,6,1,0,0,1,2
120.0,17500.0,539350.0,30.82,0.26,6649.0,2,8,1,1,1,0,1,6
60.0,926.0,1759.4,1.9,0.03,1482.0,2,4,5,1,0,0,2,2
60.0,42000.0,299040.0,7.12,0.12,4374.0,2,5,6,1,0,0,1,2
30.0,53.0,322.24,6.08,0.2,220.0,1,2,13,1,1,0,1,2
60.0,125.0,425.0,3.4,0.06,447.0,1,1,4,1,0,0,1,2
60.0,15.0,44.85,2.99,0.05,5256.0,1,2,22,1,1,0,2,2
30.0,45000.0,149850.0,3.33,0.11,16966.0,3,4,4,1,1,0,1,2
60.0,10371.0,117710.85,11.35,0.19,1273.0,1,2,12,1,1,0,1,2
20.0,748.0,23936.0,32.0,1.6,748.0,1,7,19,5,1,1,3,4
60.0,28170.0,319729.5,11.35,0.19,3426.0,1,1,1,1,0,0,1,2
30.0,3234.0,42915.18,13.27,0.44,7242.0,1,2,9,1,0,0,1,2
60.0,69491.0,792197.4,11.4,0.19,7798.0,3,1,4,1,1,0,1,2
30.0,8640.0,90720.0,10.5,0.35,2190.0,1,3,11,1,0,1,1,2
30.0,559.0,12532.78,22.42,0.75,46.0,1,1,9,4,1,1,1,2
30.0,40000.0,234800.0,5.87,0.2,7393.0,2,1,5,1,1,0,1,2
120.0,280.0,5518.8,19.71,0.16,75.0,1,2,22,1,1,0,1,2
240.0,500.0,8250.0,16.5,0.07,178.0,1,1,2,3,1,0,2,2
60.0,145784.18484021962,379840.23,2.31,0.04,46946.48571682304,2,1,7,1,0,0,1,2
30.0,12100.0,69938.0,5.78,0.19,36.0,1,1,12,1,1,0,1,2
20.0,6520.0,176040.0,27.0,1.35,2224.0,1,12,4,5,1,1,3,5
100.0,898.0,79922.0,89.0,0.89,364.0,1,6,4,5,1,1,3,3
30.0,145784.18484021962,1302250.6478105593,4.32,0.14,43128.0,2,2,2,1,0,0,1,2
60.0,118.0,1033.68,8.76,0.15,1188.0,2,2,12,1,0,0,1,2
60.0,3355.0,19224.15,5.73,0.1,2565.0,2,5,2,1,0,0,1,2
60.0,6002.0,20406.8,3.4,0.06,5588.0,1,1,4,1,0,0,1,2
60.0,50000.0,413000.0,8.26,0.14,6481.0,1,2,12,1,1,0,1,2
60.0,755.0,16172.1,21.42,0.36,75.0,3,2,4,1,1,0,1,2
60.0,852.0,5802.12,6.81,0.11,46.0,1,1,19,1,1,0,1,2
60.0,41076.0,339287.76,8.26,0.14,5170.0,2,5,6,1,1,0,1,2
30.0,12317.0,43725.35,3.55,0.12,2832.0,1,3,11,1,0,1,1,2
100.0,4650.0,372000.0,80.0,0.8,1707.0,1,25,15,5,1,1,3,3
90.0,720.0,10987.2,15.26,0.17,227.0,1,1,6,4,0,0,2,2
60.0,110000.0,283800.0,2.58,0.04,12543.0,2,1,5,1,1,0,1,2
30.0,28926.0,307194.12,10.62,0.35,4593.0,1,2,15,1,1,0,1,2
60.0,17000.0,121040.0,7.12,0.12,4374.0,2,5,6,1,1,0,1,2
60.0,6390.0,37956.6,5.94,0.1,733.0,1,8,12,1,1,1,2,2
100.0,90.0,9000.0,100.0,1.0,41.0,1,6,19,5,1,1,3,3
300.0,2626.0,80933.32,30.82,0.1,2584.0,1,11,7,3,1,1,2,8
60.0,2484.0,23896.08,9.62,0.16,249.0,2,3,6,1,1,0,1,2
180.0,6705.0,113716.8,16.96,0.09,1979.0,1,10,10,3,1,1,2,1
60.0,44440.0,151096.0,3.4,0.06,8276.0,2,1,2,1,1,0,1,2
120.0,93.0,7839.9,84.3,0.7,22.0,1,10,12,1,1,1,1,1
100.0,2000.0,144000.0,72.0,0.72,590.0,1,9,2,5,1,1,3,3
60.0,6584.0,57675.84,8.76,0.15,1560.0,1,2,1,1,0,0,1,2
180.0,616.0,30800.0,50.0,0.28,227.0,1,16,6,4,1,0,1,1
30.0,30000.0,597600.0,19.92,0.66,3272.0,3,2,4,1,1,0,1,2
20.0,32.0,1024.0,32.0,1.6,17.0,1,7,3,5,1,1,3,4
60.0,2159.0,16667.48,7.72,0.13,454.0,1,1,5,1,1,0,2,2
60.0,10000.0,25800.0,2.58,0.04,1130.0,3,1,4,1,1,0,1,2
30.0,700.0,2646.0,3.78,0.13,259.0,1,3,1,1,0,0,1,2
60.0,56430.0,306414.9,5.43,0.09,15358.0,2,5,2,1,1,0,1,2
30.0,48259.0,567043.25,11.75,0.39,4143.0,1,1,9,1,1,1,1,2
60.0,1800.0,4194.0,2.33,0.04,74.0,1,1,15,1,1,0,1,2
120.0,3240.0,117158.4,36.16,0.3,731.0,1,8,1,1,1,0,1,6
120.0,4001.0,118749.68,29.68,0.25,972.0,1,1,12,1,1,0,1,2
30.0,1080.0,6555.6,6.07,0.2,123.0,1,2,22,1,0,0,1,2
60.0,87071.0,224643.18,2.58,0.04,6291.0,3,3,4,1,1,0,1,2
100.0,6.0,2400.0,129.58352457209097,4.0,15.0,1,27,1,5,1,1,3,1
30.0,5000.0,25650.0,5.13,0.17,456.0,1,1,12,1,1,0,1,2
240.0,3181.0,6043.9,1.9,0.01,5317.0,1,1,1,3,0,0,2,2
240.0,2823.0,5928.3,2.1,0.01,1098.0,2,1,6,3,1,0,2,2
30.0,30912.0,200928.0,6.5,0.22,2405.0,1,2,11,1,1,1,1,2
60.0,2268.0,5284.44,2.33,0.04,741.0,2,5,6,1,1,0,1,2
100.0,41.0,3075.0,75.0,0.75,28.0,1,13,21,5,1,1,3,7
60.0,145784.18484021962,635426.25,3.75,0.06,8039.0,3,5,4,1,1,0,2,2
30.0,1717.0,21325.14,12.42,0.41,283.0,1,5,12,1,0,0,1,2
120.0,5530.0,454566.0,82.2,0.68,1348.0,1,8,11,1,1,1,1,6
240.0,1643.0,3450.3,2.1,0.01,483.0,1,1,1,3,1,0,2,2
100.0,2929.0,234320.0,80.0,0.8,1214.0,1,6,2,5,1,1,3,3
30.0,19200.0,201600.0,10.5,0.35,2877.0,1,3,11,1,1,1,1,2
60.0,913.0,6409.26,7.02,0.12,288.0,1,3,13,1,1,0,1,2
60.0,29593.0,281133.5,9.5,0.16,10877.0,1,1,1,1,1,0,1,2
60.0,8277.0,21354.66,2.58,0.04,2036.0,1,3,3,1,0,0,1,2
60.0,112227.0,959540.85,8.55,0.14,15140.0,1,3,2,1,0,0,1,2
60.0,145784.18484021962,1302250.6478105593,10.29,0.17,46946.48571682304,2,2,6,1,0,0,1,2
60.0,3274.0,18432.62,5.63,0.09,410.0,1,26,17,1,0,0,2,2
30.0,20000.0,398400.0,19.92,0.66,2181.0,3,2,4,1,1,0,1,2
30.0,827.0,9097.0,11.0,0.37,72.0,1,1,1,4,1,1,2,2
60.0,9.0,131.67,14.63,0.24,13.0,1,2,13,1,0,0,1,2
60.0,15945.0,35876.25,2.25,0.04,1479.0,1,1,11,1,1,1,1,2
60.0,14344.0,32417.44,2.26,0.04,4844.0,3,1,4,1,0,0,1,2
60.0,36562.0,198531.66,5.43,0.09,15358.0,2,4,2,1,0,0,1,2
30.0,7684.0,29276.04,3.81,0.13,4883.0,2,5,1,1,0,0,1,2
60.0,7400.0,16650.0,2.25,0.04,730.0,1,1,11,1,1,1,1,2
60.0,80000.0,304000.0,3.8,0.06,4162.0,1,5,2,1,1,0,1,2
30.0,79250.0,527012.5,6.65,0.22,7397.0,4,1,8,1,1,1,1,2
90.0,848.0,6190.4,7.3,0.08,73.0,3,5,4,1,1,0,2,2
30.0,230.0,515.2,2.24,0.07,411.0,1,1,19,4,1,0,2,2
30.0,1957.0,22936.04,11.72,0.39,892.0,1,1,4,1,0,0,1,2
100.0,2520.0,224280.0,89.0,0.89,1201.0,1,9,4,5,1,1,3,3
60.0,3600.0,16344.0,4.54,0.08,303.0,2,4,23,1,0,0,2,2
30.0,128500.0,1233600.0,9.6,0.32,46946.48571682304,3,2,4,1,0,0,1,2
60.0,18528.0,153041.28,8.26,0.14,1713.0,2,1,12,1,1,0,1,2
100.0,1123.0,78610.0,70.0,0.7,257.0,1,9,10,5,1,1,3,3
60.0,7400.0,21460.0,2.9,0.05,714.0,1,1,1,1,1,0,1,2
60.0,20186.0,64595.2,3.2,0.05,4218.0,1,1,10,1,1,0,1,2
60.0,16575.0,145197.0,8.76,0.15,6843.0,1,2,12,1,1,0,1,2
60.0,2576.0,3889.76,1.51,0.03,121.0,1,5,11,4,1,1,1,2
60.0,17520.0,171871.2,9.81,0.16,9370.0,2,2,6,1,1,0,1,2
60.0,145784.18484021962,1302250.6478105593,8.11,0.14,46946.48571682304,2,3,6,1,1,0,1,2
30.0,4176.0,19209.6,4.6,0.15,426.0,4,19,10,1,1,1,1,2
60.0,5794.0,47221.1,8.15,0.14,3023.0,1,22,1,1,0,0,1,2
60.0,4176.0,46854.72,11.22,0.19,567.0,1,1,12,1,1,0,1,2
60.0,17246.0,116065.58,6.73,0.11,1519.0,2,3,6,1,1,0,1,2
20.0,875.0,28000.0,32.0,1.6,292.0,1,7,12,5,1,1,3,4
100.0,3750.0,300000.0,80.0,0.8,1065.0,1,9,16,5,1,1,3,3
30.0,52500.0,168525.0,3.21,0.11,10119.0,2,5,12,1,1,0,1,2
30.0,133000.0,1302250.6478105593,14.38,0.48,15075.0,2,2,2,1,1,0,1,2
30.0,36406.0,171108.2,4.7,0.16,22442.0,2,3,9,1,0,0,1,2
60.0,3024.0,4384.8,1.45,0.02,202.0,1,1,11,4,1,1,1,2
25.0,6452.0,129040.0,20.0,0.8,2334.0,1,13,5,5,1,0,3,7
100.0,84.0,11676.0,129.58352457209097,1.39,54.0,1,7,10,5,1,1,3,1
20.0,250.0,8000.0,32.0,1.6,78.0,1,7,9,5,1,0,3,4
60.0,21504.0,30105.6,1.4,0.02,1553.0,1,1,11,4,0,1,1,2
60.0,564.0,6457.8,11.45,0.19,1953.0,1,3,11,1,0,1,1,2
30.0,67624.0,839890.08,12.42,0.41,5840.0,1,1,15,1,1,0,1,2
60.0,3000.0,4560.0,1.52,0.03,285.0,1,1,10,4,0,0,1,2
90.0,3885.0,62160.0,16.0,0.18,467.0,1,1,1,4,1,0,2,2
60.0,4617.0,69439.68,15.04,0.25,26409.0,1,1,1,1,0,0,1,2
30.0,22500.0,277425.0,12.33,0.41,1955.0,1,1,11,1,1,1,1,2
30.0,24963.0,1258135.2,50.4,1.68,2462.0,1,16,5,1,1,1,1,1
60.0,31263.0,219466.26,7.02,0.12,1616.0,2,3,7,1,1,0,1,2
60.0,21542.0,84013.8,3.9,0.06,1583.0,1,2,1,1,1,0,1,2
240.0,100.0,1250.0,12.5,0.05,37.0,2,1,7,3,1,0,2,2
60.0,29254.0,328229.88,11.22,0.19,6843.0,1,2,12,1,0,0,1,2
60.0,934.0,5547.96,5.94,0.1,110.0,1,8,14,1,1,1,2,2
300.0,500.0,15410.0,30.82,0.1,505.0,1,11,1,3,1,1,2,8
60.0,350.0,4602.5,13.15,0.22,36.0,1,2,22,1,1,0,1,2
60.0,82075.0,223244.0,2.72,0.05,8969.0,4,4,8,1,1,1,1,2
60.0,37240.0,275576.0,7.4,0.12,4252.0,1,4,7,1,0,0,1,2
60.0,71377.0,465378.04,6.52,0.11,11342.0,2,3,2,1,1,0,1,2
60.0,6617.0,13167.83,1.99,0.03,7791.0,1,3,21,1,0,0,1,2
30.0,50000.0,448500.0,8.97,0.3,4155.0,2,2,2,1,1,0,1,2
60.0,48551.0,544742.22,11.22,0.19,15664.0,2,2,6,1,1,0,1,2
60.0,4500.0,11655.0,2.59,0.04,277.0,1,3,9,1,1,1,1,2
60.0,23999.0,47758.01,1.99,0.03,1069.0,2,2,7,1,1,0,2,2
100.0,792.0,70488.0,89.0,0.89,350.0,1,6,4,5,1,1,3,3
100.0,150.0,12000.0,80.0,0.8,66.0,1,6,3,5,1,1,3,3
60.0,7350.0,22050.0,3.0,0.05,404.0,1,3,9,1,1,0,1,2
60.0,12425.0,27956.25,2.25,0.04,1273.0,1,1,2,1,1,1,1,2
30.0,17280.0,181440.0,10.5,0.35,2401.0,1,3,11,1,1,1,1,2
60.0,5500.0,61710.0,11.22,0.19,708.0,1,2,12,1,1,0,1,2
60.0,323.0,3627.29,11.23,0.19,35.0,2,1,2,1,1,0,1,2
30.0,123856.0,574691.84,4.64,0.15,17018.0,2,3,2,1,0,0,1,2
30.0,5451.0,76859.1,14.1,0.47,1675.0,1,2,11,1,1,1,1,2
20.0,17.0,544.0,32.0,1.6,112.0,1,7,13,5,0,1,3,4
30.0,34760.0,132435.6,3.81,0.13,3367.0,2,1,1,1,1,0,1,2
100.0,6618.0,589002.0,89.0,0.89,1139.0,1,6,16,5,1,1,3,3
90.0,10534.0,97966.2,9.3,0.1,2.0,3,5,4,1,1,0,2,2
60.0,77333.0,867676.26,11.22,0.19,11276.0,3,1,4,1,1,0,1,2
30.0,6519.0,105933.75,16.25,0.54,716.0,1,1,1,1,0,0,1,2
60.0,2000.0,11460.0,5.73,0.1,16417.0,1,4,4,1,0,0,1,2
60.0,401.0,862.15,2.15,0.04,235.0,1,1,1,4,1,0,1,2
240.0,1965.0,26920.5,13.7,0.06,724.0,1,1,9,3,1,0,2,2
180.0,153.0,7650.0,50.0,0.28,34.0,1,16,12,4,1,1,1,1
30.0,500.0,1120.0,2.24,0.07,30.0,1,1,9,4,1,0,2,2
30.0,2014.0,9465.8,4.7,0.16,20226.0,2,14,7,1,0,0,1,2
100.0,260.0,23140.0,89.0,0.89,119.0,1,9,18,5,1,1,3,3
60.0,30348.0,74049.12,2.44,0.04,1779.0,1,3,12,1,0,0,1,2
2.0,15.0,450.0,30.0,11.761991170924096,1.0,1,7,24,5,1,1,4,4
60.0,12160.0,52531.2,4.32,0.07,1102.0,2,5,6,1,0,0,1,2
60.0,6985.0,91852.75,13.15,0.22,718.0,1,1,9,1,1,0,1,2
30.0,650.0,7150.0,11.0,0.37,61.0,2,1,1,4,1,0,2,2
60.0,108000.0,946080.0,8.76,0.15,20144.0,2,1,2,1,0,0,1,2
100.0,480.0,2635.2,5.49,0.05,285.0,1,1,10,4,0,0,2,2
60.0,1008.0,9576.0,9.5,0.16,441.0,1,1,19,1,0,0,1,2
30.0,128467.0,581955.51,4.53,0.15,11033.0,4,1,8,1,1,1,1,2
60.0,64000.0,144640.0,2.26,0.04,3887.0,2,5,9,1,1,0,1,2
180.0,5538.0,276900.0,50.0,0.28,1230.0,1,16,1,4,1,0,1,1
60.0,2788.0,43214.0,15.5,0.26,588.0,1,1,1,1,1,0,2,2
200.0,1500.0,2100.0,1.4,0.01,235.0,1,1,10,3,1,0,2,2
60.0,1008.0,8678.88,8.61,0.14,1015.0,1,1,11,1,1,1,1,2
30.0,3528.0,22932.0,6.5,0.22,383.0,1,2,11,1,1,1,1,2
20.0,50.0,1600.0,32.0,1.6,26.0,1,7,24,5,1,1,3,4
60.0,879.0,2267.82,2.58,0.04,1435.0,1,1,3,1,0,0,1,2
60.0,4410.0,6438.6,1.46,0.02,286.0,1,1,10,4,1,0,1,2
30.0,37440.0,982800.0,26.25,0.88,5712.0,2,15,5,1,1,0,1,11
30.0,1638.0,7698.6,4.7,0.16,5170.0,2,19,6,1,0,0,1,2
60.0,1059.0,1588.5,1.5,0.02,1135.0,1,1,1,4,0,0,1,2
30.0,14600.0,69350.0,4.75,0.16,1288.0,3,1,4,1,1,0,1,2
100.0,125.0,17375.0,129.58352457209097,1.39,92.0,1,7,10,5,1,1,3,1
30.0,6776.0,21141.12,3.12,0.1,514.0,3,18,4,1,1,0,1,2
60.0,63.0,5764.5,91.5,1.52,7.0,1,16,12,1,1,1,1,1
30.0,8000.0,144000.0,18.0,0.6,1023.0,1,20,10,1,1,1,1,2
30.0,105014.0,1302250.6478105593,13.69,0.46,13392.0,3,2,4,1,1,0,1,2
60.0,270.0,537.3,1.99,0.03,15.0,1,3,17,1,1,0,1,2
