Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
10.62,0.35,4593.0,30,28926,From RDC,Air,Ethiopia,Adult,Tablet,Yes,16901.37
7.12,0.12,4374.0,60,17000,From RDC,Truck,Mozambique,Adult,Tablet,Yes,1799.88
5.94,0.1,733.0,60,6390,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,6255.87
8.58,0.16,41.0,100,90,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,1182.5
30.82,0.1,2584.0,300,2626,Direct Drop,Air,Zimbabwe,Pediatric,Oral,Yes,20480.64
9.62,0.16,249.0,60,2484,From RDC,Truck,Mozambique,Adult,Tablet,Yes,4754.19
16.96,0.09,1979.0,180,6705,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,853.07
3.4,0.06,8276.0,60,44440,From RDC,Truck,Zambia,Adult,Tablet,Yes,6120.06
8.58,0.7,22.0,120,93,Direct Drop,Air,Uganda,Adult,Tablet,Yes,140.0
8.58,0.72,590.0,100,2000,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,5962.58
8.76,0.15,1560.0,60,6584,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,3688.33
50.0,0.28,227.0,180,616,From RDC,Air,Mozambique,Adult,Capsule,Yes,1943.05
19.92,0.66,3272.0,30,30000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,12601.07
32.0,0.16,17.0,20,32,Direct Drop,Air,Others,HIV test,Test kit,Yes,703.25
7.72,0.13,454.0,60,2159,From RDC,Air,Tanzania,Pediatric,Tablet,Yes,3219.93
2.58,0.04,1130.0,60,10000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20264.93
3.78,0.13,259.0,30,700,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,1008.9
5.43,0.09,1248.0,60,56430,From RDC,Truck,Zambia,Adult,Tablet,Yes,16606.55
11.75,0.39,4143.0,30,48259,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,19088.86
2.33,0.04,74.0,60,1800,From RDC,Air,Ethiopia,Adult,Tablet,Yes,530.36
36.16,0.3,731.0,120,3240,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,5121.69
29.68,0.25,972.0,120,4001,From RDC,Air,Uganda,Adult,Tablet,Yes,17102.56
6.07,0.2,123.0,30,1080,From RDC,Air,Burundi,Adult,Tablet,No,1501.4
2.58,0.04,6291.0,60,87071,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20265.0
8.58,0.16,15.0,100,6,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,1039.5
5.13,0.17,456.0,30,5000,From RDC,Air,Uganda,Adult,Tablet,Yes,5186.68
1.9,0.01,5317.0,240,3181,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,11005.67
2.1,0.01,1098.0,240,2823,From RDC,Truck,Mozambique,Pediatric,Oral,Yes,3567.53
6.5,0.22,2405.0,30,30912,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,11448.01
2.33,0.04,741.0,60,2268,From RDC,Truck,Mozambique,Adult,Tablet,Yes,5716.86
8.58,0.75,28.0,100,41,Direct Drop,Air,Dominican Republic,HIV test,Test kit,Yes,483.68
3.75,0.06,8039.0,60,169447,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,30936.1
12.42,0.41,283.0,30,1717,From RDC,Air,Uganda,Adult,Tablet,No,1673.0
8.58,0.68,1348.0,120,5530,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10670.09
2.1,0.01,483.0,240,1643,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,7293.9
8.58,0.8,1214.0,100,2929,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,18875.83
10.5,0.35,2877.0,30,19200,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4312.92
7.02,0.12,288.0,60,913,From RDC,Air,"Congo, DRC",Adult,Tablet,Yes,2460.79
9.5,0.16,1248.0,60,29593,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,30167.0
2.58,0.04,2036.0,60,8277,From RDC,Air,Others,Adult,Tablet,No,15635.84
8.55,0.14,1248.0,60,112227,From RDC,Air,Zambia,Adult,Tablet,No,16249.55
10.29,0.17,1248.0,60,200000,From RDC,Truck,Mozambique,Adult,Tablet,No,29683.06
5.63,0.09,410.0,60,3274,From RDC,Air,South Sudan,Pediatric,Tablet,No,4708.0
19.92,0.66,2181.0,30,20000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20264.93
11.0,0.37,72.0,30,827,Direct Drop,Air,Côte d'Ivoire,Pediatric,Capsule,Yes,1721.91
14.63,0.24,13.0,60,9,From RDC,Air,"Congo, DRC",Adult,Tablet,No,912.36
2.25,0.04,1479.0,60,15945,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5180.86
2.26,0.04,4844.0,60,14344,From RDC,Air Charter,Nigeria,Adult,Tablet,No,21591.1
5.43,0.09,1248.0,60,36562,From RDC,Truck,Zambia,Adult,Tablet,No,16606.55
3.81,0.13,4883.0,30,7684,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,16898.58
2.25,0.04,730.0,60,7400,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1338.19
3.8,0.06,4162.0,60,80000,From RDC,Air,Zambia,Adult,Tablet,Yes,9939.38
6.65,0.22,7397.0,30,79250,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,8809.08
7.3,0.08,73.0,90,848,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,14547.55
2.24,0.07,411.0,30,230,From RDC,Air,Guyana,Pediatric,Capsule,Yes,3380.86
11.72,0.39,892.0,30,1957,From RDC,Air,Nigeria,Adult,Tablet,No,13353.34
8.58,0.89,1201.0,100,2520,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,28669.23
4.54,0.08,303.0,60,3600,From RDC,Truck,Namibia,Pediatric,Tablet,No,2989.45
9.6,0.32,1248.0,30,128500,From RDC,Air Charter,Nigeria,Adult,Tablet,No,129843.24
8.26,0.14,1713.0,60,18528,From RDC,Truck,Uganda,Adult,Tablet,Yes,15672.8
8.58,0.7,257.0,100,1123,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,2873.56
2.9,0.05,714.0,60,7400,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2336.26
3.2,0.05,4218.0,60,20186,From RDC,Air,Haiti,Adult,Tablet,Yes,43041.34
8.76,0.15,6843.0,60,16575,From RDC,Air,Uganda,Adult,Tablet,Yes,7231.0
1.51,0.03,121.0,60,2576,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,2789.74
9.81,0.16,9370.0,60,17520,From RDC,Truck,Mozambique,Adult,Tablet,Yes,3855.94
8.11,0.14,1248.0,60,210000,From RDC,Truck,Mozambique,Adult,Tablet,Yes,47171.27
4.6,0.15,426.0,30,4176,Direct Drop,Ocean,Haiti,Adult,Tablet,Yes,2251.94
8.15,0.14,3023.0,60,5794,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,13721.28
11.22,0.19,567.0,60,4176,From RDC,Air,Uganda,Adult,Tablet,Yes,2768.96
6.73,0.11,1519.0,60,17246,From RDC,Truck,Mozambique,Adult,Tablet,Yes,1932.67
32.0,0.16,292.0,20,875,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,4462.61
8.58,0.8,1065.0,100,3750,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,10075.76
3.21,0.11,1248.0,30,52500,From RDC,Truck,Uganda,Adult,Tablet,Yes,6852.08
14.38,0.48,1248.0,30,133000,From RDC,Truck,Zambia,Adult,Tablet,Yes,10809.09
4.7,0.16,1248.0,30,36406,From RDC,Truck,Rwanda,Adult,Tablet,No,12995.06
1.45,0.02,202.0,60,3024,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,1615.88
20.0,0.8,2334.0,25,6452,From RDC,Air,Tanzania,HIV test,Test kit,Yes,9343.18
8.58,0.16,54.0,100,84,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,871.57
32.0,0.16,78.0,20,250,From RDC,Air,Rwanda,HIV test,Test kit,Yes,1324.61
1.4,0.02,1553.0,60,21504,Direct Drop,Air,Vietnam,Adult,Capsule,No,13320.8
11.45,0.19,1953.0,60,564,Direct Drop,Air,Vietnam,Adult,Tablet,No,3658.08
12.42,0.41,5840.0,30,67624,From RDC,Air,Ethiopia,Adult,Tablet,Yes,20222.4
1.52,0.03,285.0,60,3000,From RDC,Air,Haiti,Adult,Capsule,No,2523.6
16.0,0.18,467.0,90,3885,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,Yes,6299.56
15.04,0.25,1248.0,60,4617,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,60432.88
12.33,0.41,1955.0,30,22500,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,16095.39
50.4,0.16,2462.0,30,24963,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,3451.41
7.02,0.12,1616.0,60,31263,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,3489.53
3.9,0.06,1583.0,60,21542,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,6381.87
12.5,0.05,37.0,240,100,From RDC,Truck,Zimbabwe,Pediatric,Oral,Yes,588.71
11.22,0.19,6843.0,60,29254,From RDC,Air,Uganda,Adult,Tablet,No,15170.33
5.94,0.1,110.0,60,934,Direct Drop,Air,Ghana,Pediatric,Tablet,Yes,2060.79
30.82,0.1,505.0,300,500,Direct Drop,Air,Côte d'Ivoire,Pediatric,Oral,Yes,6523.85
13.15,0.22,36.0,60,350,From RDC,Air,Burundi,Adult,Tablet,Yes,1188.75
2.72,0.05,8969.0,60,82075,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,7175.27
7.4,0.12,4252.0,60,37240,From RDC,Air,Zimbabwe,Adult,Tablet,No,15696.7
6.52,0.11,1248.0,60,71377,From RDC,Truck,Zambia,Adult,Tablet,Yes,15715.08
1.99,0.03,7791.0,60,6617,From RDC,Air,Dominican Republic,Adult,Tablet,No,90360.12
8.97,0.3,4155.0,30,50000,From RDC,Truck,Zambia,Adult,Tablet,Yes,6968.97
11.22,0.19,1248.0,60,48551,From RDC,Truck,Mozambique,Adult,Tablet,Yes,11884.42
2.59,0.04,277.0,60,4500,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,1393.42
1.99,0.03,1069.0,60,23999,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,7500.0
8.58,0.89,350.0,100,792,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,8363.61
8.58,0.8,66.0,100,150,Direct Drop,Air,Others,HIV test,Test kit,Yes,2572.91
3.0,0.05,404.0,60,7350,From RDC,Air,Rwanda,Adult,Tablet,Yes,3366.98
2.25,0.04,1273.0,60,12425,Direct Drop,Air,Zambia,Adult,Tablet,Yes,6637.36
10.5,0.35,2401.0,30,17280,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3701.66
11.22,0.19,708.0,60,5500,From RDC,Air,Uganda,Adult,Tablet,Yes,2524.0
11.23,0.19,35.0,60,323,From RDC,Truck,Zambia,Adult,Tablet,Yes,42.35
4.64,0.15,1248.0,30,123856,From RDC,Truck,Zambia,Adult,Tablet,No,19564.23
14.1,0.47,1675.0,30,5451,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3401.49
32.0,0.16,112.0,20,17,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
3.81,0.13,3367.0,30,34760,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,12589.74
8.58,0.89,1139.0,100,6618,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,11827.07
9.3,0.1,2.0,90,10534,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,45180.62
11.22,0.19,1248.0,60,77333,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,43548.0
16.25,0.54,716.0,30,6519,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,2601.0
5.73,0.1,1248.0,60,2000,From RDC,Air,Nigeria,Adult,Tablet,No,20264.93
2.15,0.04,235.0,60,401,From RDC,Air,Côte d'Ivoire,Adult,Capsule,Yes,1619.0
13.7,0.06,724.0,240,1965,From RDC,Air,Rwanda,Pediatric,Oral,Yes,4520.04
50.0,0.28,34.0,180,153,Direct Drop,Air,Uganda,Adult,Capsule,Yes,395.0
2.24,0.07,30.0,30,500,From RDC,Air,Rwanda,Pediatric,Capsule,Yes,1309.03
4.7,0.16,1248.0,30,2014,From RDC,Truck,Zimbabwe,Adult,Tablet,No,21173.75
8.58,0.89,119.0,100,260,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,2742.83
2.44,0.04,1779.0,60,30348,From RDC,Air,Uganda,Adult,Tablet,No,9325.16
30.0,0.16,1.0,2,15,Direct Drop,Air,Botswana,HIV test - Ancillary,Test kit,Yes,578.01
4.32,0.07,1102.0,60,12160,From RDC,Truck,Mozambique,Adult,Tablet,No,8406.81
13.15,0.22,718.0,60,6985,From RDC,Air,Rwanda,Adult,Tablet,Yes,12688.85
11.0,0.37,61.0,30,650,From RDC,Truck,Côte d'Ivoire,Pediatric,Capsule,Yes,1572.97
8.76,0.15,1248.0,60,108000,From RDC,Truck,Zambia,Adult,Tablet,No,8281.69
5.49,0.05,285.0,100,480,From RDC,Air,Haiti,Pediatric,Capsule,No,2523.6
9.5,0.16,441.0,60,1008,From RDC,Air,Guyana,Adult,Tablet,No,6141.25
4.53,0.15,1248.0,30,128467,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,11203.81
2.26,0.04,3887.0,60,64000,From RDC,Truck,Rwanda,Adult,Tablet,Yes,21032.82
50.0,0.28,1230.0,180,5538,From RDC,Air,Côte d'Ivoire,Adult,Capsule,Yes,4680.1
15.5,0.26,588.0,60,2788,From RDC,Air,Côte d'Ivoire,Pediatric,Tablet,Yes,5121.68
1.4,0.01,235.0,200,1500,From RDC,Air,Haiti,Pediatric,Oral,Yes,3022.74
8.61,0.14,1015.0,60,1008,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3796.95
6.5,0.22,383.0,30,3528,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1162.52
32.0,0.16,26.0,20,50,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,659.27
2.58,0.04,1435.0,60,879,From RDC,Air,Others,Adult,Tablet,No,16252.95
1.46,0.02,286.0,60,4410,From RDC,Air,Haiti,Adult,Capsule,Yes,3842.22
26.25,0.88,5712.0,30,37440,From RDC,Truck,Tanzania,Adult,Tablet,Yes,5873.0
4.7,0.16,5170.0,30,1638,From RDC,Truck,Mozambique,Adult,Tablet,No,8406.81
1.5,0.02,1135.0,60,1059,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,17941.47
4.75,0.16,1288.0,30,14600,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9736.1
8.58,0.16,92.0,100,125,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,1425.77
3.12,0.1,514.0,30,6776,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,898.0
8.58,0.16,7.0,60,63,Direct Drop,Air,Uganda,Adult,Tablet,Yes,360.0
18.0,0.6,1023.0,30,8000,Direct Drop,Air,Haiti,Adult,Tablet,Yes,6433.8
13.69,0.46,1248.0,30,105014,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,37242.5
1.99,0.03,15.0,60,270,From RDC,Air,South Sudan,Adult,Tablet,Yes,735.24
7.4,0.12,2519.0,60,37240,From RDC,Air,Zimbabwe,Adult,Tablet,No,15252.7
12.5,0.05,29.0,240,80,From RDC,Truck,Zimbabwe,Pediatric,Oral,Yes,588.72
23.26,0.78,43.0,30,429,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,421.24
8.58,0.89,2498.0,100,6170,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,30648.28
38.75,0.32,6587.0,120,4360,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,8953.2
11.48,0.38,772.0,30,10080,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5893.08
2.26,0.04,1248.0,60,178258,From RDC,Truck,Rwanda,Adult,Tablet,Yes,23340.84
30.82,0.1,242.0,300,520,Direct Drop,Air,Côte d'Ivoire,Pediatric,Oral,Yes,5257.72
3.12,0.1,1248.0,30,2,From RDC,Truck,Uganda,Adult,Tablet,No,18500.5
5.5,0.09,1023.0,60,14648,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,2244.2
4.71,0.16,4289.0,30,38208,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,30395.15
14.57,0.49,3917.0,30,3820,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,14547.55
11.0,0.37,119.0,30,1825,From RDC,Truck,Côte d'Ivoire,Pediatric,Capsule,Yes,3159.12
15.0,0.25,303.0,60,3765,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,Yes,12102.81
24.0,0.8,3240.0,30,9720,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,36096.76
8.58,0.89,800.0,100,1,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,8826.0
30.82,0.26,709.0,120,500,From RDC,Air,Others,Adult,Tablet,Yes,761.91
1.34,0.01,395.0,200,600,From RDC,Air,Haiti,Pediatric,Oral,No,6555.75
4.65,0.16,2870.0,30,29146,Direct Drop,Air Charter,Zimbabwe,Adult,Tablet,Yes,19430.86
10.28,0.17,19.0,60,20,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,658.68
24.5,0.16,164.0,1,250,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,2179.49
8.26,0.14,521.0,60,5471,From RDC,Truck,Uganda,Adult,Tablet,Yes,4237.12
13.66,0.46,1537.0,30,1344,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,13507.92
8.58,0.89,226.0,100,544,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,5613.63
2.25,0.04,3503.0,60,34165,Direct Drop,Air,Zambia,Adult,Tablet,Yes,19461.76
16.0,0.18,109.0,90,900,From RDC,Air,Zambia,Pediatric,Capsule,Yes,919.66
38.75,0.32,34.0,120,140,From RDC,Air,Guyana,Adult,Tablet,Yes,2027.42
8.58,0.68,756.0,120,3010,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,9193.82
1.9,0.06,45.0,30,924,Direct Drop,Air,Rwanda,Pediatric,Capsule,Yes,1411.52
2.26,0.04,165.0,60,3024,From RDC,Air,Haiti,Pediatric,Tablet,No,3048.08
32.0,0.16,41.0,20,108,Direct Drop,Air,Mozambique,HIV test,Test kit,Yes,897.87
24.5,0.16,2820.0,1,4230,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,37130.88
8.1,0.13,1248.0,60,80516,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,50445.73
2.4,0.04,1804.0,60,18000,Direct Drop,Air,Vietnam,Adult,Tablet,No,6341.88
7.53,0.13,33.0,60,589,From RDC,Air,Uganda,Adult,Tablet,Yes,747.17
6.52,0.11,1683.0,60,19000,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,6443.5
4.7,0.16,1248.0,30,131520,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,14451.69
23.67,0.79,1272.0,30,18311,Direct Drop,Air,Tanzania,Adult,Capsule,No,10816.49
8.58,0.62,43.0,120,121,Direct Drop,Air,Uganda,Adult,Tablet,Yes,199.0
10.25,0.17,682.0,60,6944,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,2527.0
44.84,0.04,7.0,1000,32,Direct Drop,Air,Ethiopia,Malaria,Tablet,Yes,399.18
12.96,0.22,5426.0,60,379,From RDC,Air,"Congo, DRC",Adult,Tablet,No,20499.33
5.94,0.1,76.0,60,612,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,1286.68
8.26,0.14,6622.0,60,61567,From RDC,Air Charter,Nigeria,Adult,Tablet,No,18495.9
15.0,0.5,122.0,30,1946,Direct Drop,Air,Uganda,Adult,Capsule,Yes,1249.78
1.85,0.01,1248.0,240,7420,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,60010.73
10.6,0.18,1054.0,60,9030,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5726.24
8.58,0.16,6.0,100,8,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3238.79
14.93,0.25,590.0,60,6155,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,146.5
4.62,0.15,2130.0,30,20327,From RDC,Truck,Zambia,Adult,Tablet,Yes,6700.42
8.1,0.13,2672.0,60,13000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2504.64
4.0,0.07,8280.0,60,4000,From RDC,Truck,Zimbabwe,Adult,Tablet,No,15328.58
8.58,0.9,685.0,60,4640,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,1807.36
3.0,0.05,9522.0,60,98000,From RDC,Truck,Zambia,Adult,Tablet,Yes,13518.56
4.67,0.16,4568.0,30,54000,Direct Drop,Air,South Africa,Adult,Tablet,Yes,6105.79
2.44,0.04,3771.0,60,40000,From RDC,Air,Rwanda,Adult,Tablet,Yes,31029.99
1.85,0.03,2773.0,60,45359,Direct Drop,Air,Uganda,Adult,Tablet,Yes,8723.46
8.58,0.8,1623.0,100,4000,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,20644.03
16.73,0.56,1342.0,30,11852,From RDC,Air,Uganda,Adult,Tablet,Yes,6340.2
1.92,0.03,6368.0,60,47733,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,2592.56
11.0,0.37,10.0,30,45,From RDC,Truck,Zimbabwe,Pediatric,Capsule,No,3403.99
11.22,0.19,5856.0,60,45113,From RDC,Air,Others,Adult,Tablet,Yes,22711.84
2.73,0.05,1248.0,60,50000,From RDC,Truck,Zambia,Adult,Tablet,No,16898.2
8.58,0.8,1248.0,100,230,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,801.54
11.36,0.19,1635.0,60,16357,From RDC,Truck,Tanzania,Adult,Tablet,Yes,6007.2
8.76,0.15,67.0,60,380,From RDC,Truck,Uganda,Adult,Tablet,Yes,1549.83
7.3,0.12,391.0,60,7548,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,659.58
4.0,0.07,597.0,60,6200,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,2905.49
24.5,0.16,950.0,1,1362,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,8859.91
3.6,0.06,6295.0,60,112000,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,16941.0
26.25,0.88,6991.0,30,2000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,12648.36
6.83,0.03,3823.0,240,300,Direct Drop,Ocean,Haiti,Pediatric,Oral,No,11051.22
7.5,0.12,104.0,60,1000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1458.0
6.73,0.11,1643.0,60,18000,From RDC,Air,Rwanda,Adult,Tablet,Yes,12995.06
12.75,0.21,1598.0,60,4132,Direct Drop,Air,Tanzania,Pediatric,Tablet,Yes,12689.71
8.58,0.8,639.0,100,1337,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,12022.17
8.58,0.16,2270.0,60,400,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,6889.0
8.17,0.09,40.0,90,300,Direct Drop,Ocean,South Africa,Pediatric,Capsule,Yes,422.84
2.44,0.04,425.0,60,8000,From RDC,Air,Ethiopia,Adult,Tablet,Yes,2978.5
11.0,0.37,3279.0,30,28454,From RDC,Truck,Zambia,Adult,Tablet,Yes,8288.78
30.82,0.1,632.0,300,500,Direct Drop,Air,Côte d'Ivoire,Pediatric,Oral,Yes,7514.75
11.75,0.39,1248.0,30,59446,From RDC,Truck,Zambia,Adult,Tablet,No,17520.43
8.58,0.8,974.0,100,4555,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,9456.46
3.75,0.06,110.0,60,2581,From RDC,Air,Haiti,Pediatric,Tablet,Yes,1955.22
2.35,0.04,2351.0,60,50000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10122.75
8.58,0.8,972.0,100,1586,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,14419.91
11.49,0.38,3419.0,30,30339,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,15006.27
3.25,0.05,1671.0,60,1988,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,5346.74
20.0,0.8,157.0,25,500,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,1754.04
12.96,0.22,645.0,60,1102,From RDC,Truck,Zambia,Adult,Tablet,Yes,5213.01
12.96,0.22,1064.0,60,10347,From RDC,Truck,Tanzania,Adult,Tablet,Yes,4203.0
11.5,0.38,2096.0,30,23991,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,15128.37
19.92,0.66,1248.0,30,54375,From RDC,Truck,Tanzania,Adult,Tablet,Yes,13838.17
0.01,0.0,1053.0,100,4500,Direct Drop,Air,Zambia,HIV test - Ancillary,Test kit,No,11062.05
8.58,0.8,258.0,100,1130,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,3748.24
29.0,0.16,1056.0,20,3678,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,12363.35
32.0,0.16,2766.0,20,3480,From RDC,Air,Mozambique,HIV test,Test kit,Yes,10698.63
20.0,0.8,3122.0,25,10000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,22691.75
11.15,0.37,5065.0,30,44840,From RDC,Truck,Mozambique,Adult,Tablet,Yes,5419.21
11.4,0.19,1905.0,60,16912,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9341.49
9.28,0.04,7293.0,240,20000,Direct Drop,Ocean,South Africa,Pediatric,Oral,Yes,6560.34
8.58,0.86,268.0,168,346,Direct Drop,Truck,Dominican Republic,Adult,Capsule,Yes,666.66
2.15,0.04,1044.0,60,20000,Direct Drop,Air,Zambia,Adult,Tablet,Yes,5145.69
4.7,0.16,1713.0,30,21709,From RDC,Truck,Uganda,Adult,Tablet,Yes,5591.3
5.63,0.09,39.0,60,429,From RDC,Air,Ethiopia,Pediatric,Tablet,Yes,792.12
7.21,0.12,2629.0,60,1917,From RDC,Truck,Zambia,Adult,Tablet,Yes,3139.96
4.6,0.08,104.0,60,955,From RDC,Air Charter,Nigeria,Pediatric,Tablet,Yes,20666.07
8.58,0.16,176.0,100,300,From RDC,Air,Tanzania,HIV test,Test kit,Yes,2102.0
13.6,0.15,7712.0,90,46855,Direct Drop,Ocean,Others,Adult,Tablet,Yes,13491.19
3.2,0.05,24.0,60,248,From RDC,Air,Nigeria,Adult,Tablet,Yes,1547.94
1.25,0.04,122.0,30,2293,Direct Drop,Ocean,Haiti,Pediatric,Tablet,Yes,2461.63
41.1,0.34,2662.0,120,12240,From RDC,Air,Zambia,Adult,Tablet,Yes,9736.5
12.01,0.4,1994.0,30,11527,From RDC,Air,Nigeria,Adult,Tablet,Yes,10231.84
13.66,0.46,12.0,30,196,From RDC,Air,Nigeria,Adult,Tablet,Yes,900.0
8.58,0.16,78.0,100,125,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,4702.79
8.58,0.7,228.0,100,1000,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,4829.61
4.3,0.07,945.0,60,10727,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,7579.6
1.85,0.01,546.0,240,300,Direct Drop,Air,Vietnam,Pediatric,Oral,No,1340.23
5.35,0.18,4746.0,30,48640,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,98521.56
