Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
30.19,0.16,390.0,30,4900,Direct Drop,Air,Guyana,Adult,Tablet,Yes,2748.16
2.1,0.01,1841.0,240,5000,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,9447.08
8.58,0.8,1346.0,100,3035,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,32471.83
6.73,0.11,5565.0,60,70300,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,23776.42
7.12,0.12,3190.0,60,41922,From RDC,Air,Ethiopia,Adult,Tablet,Yes,14732.36
8.58,0.23,170.0,336,60,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,4256.38
4.25,0.07,9208.0,60,163735,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,3825.8
26.25,0.88,1317.0,30,15000,From RDC,Air,Nigeria,Adult,Tablet,Yes,8924.98
1.49,0.02,31.0,60,470,From RDC,Air,Mozambique,Adult,Capsule,Yes,1047.04
6.85,0.23,2529.0,30,29426,From RDC,Air,Uganda,Adult,Tablet,Yes,4031.3
32.0,0.16,107.0,20,324,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,2231.97
11.4,0.19,485.0,60,4314,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,22985.73
7.12,0.12,5147.0,60,2855,From RDC,Air,Ethiopia,Adult,Tablet,No,29336.46
9.71,0.11,3.0,90,20,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,Yes,1355.31
18.64,0.16,1248.0,120,70000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,26180.0
8.58,0.78,19.0,100,75,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,718.32
17.0,0.57,682.0,30,456,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2527.0
22.5,0.75,420.0,30,1455,Direct Drop,Air,Uganda,Adult,Tablet,No,3900.39
8.58,0.8,2215.0,100,7500,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,17974.65
30.82,0.1,2272.0,300,2265,Direct Drop,Air,Zambia,Pediatric,Oral,Yes,14603.71
4.7,0.16,669.0,30,7130,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2431.39
6.6,0.11,331.0,60,1428,From RDC,Air,Burundi,Adult,Tablet,Yes,4218.74
8.58,0.8,169.0,100,434,Direct Drop,Air,Others,HIV test,Test kit,Yes,4498.98
32.5,0.16,112.0,20,360,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,1414.69
6.52,0.11,1248.0,60,148569,From RDC,Air Charter,Nigeria,Adult,Tablet,No,43055.82
12.11,0.4,1639.0,30,14406,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,7690.06
8.58,0.14,1248.0,60,21300,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,14451.69
3.4,0.06,4128.0,60,27662,From RDC,Truck,Zambia,Adult,Tablet,Yes,6539.8
8.76,0.15,39.0,60,488,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9736.1
26.25,0.88,249.0,30,2871,From RDC,Air,Nigeria,Adult,Tablet,Yes,6443.61
8.58,0.55,14.0,120,100,Direct Drop,Air,Uganda,Adult,Tablet,Yes,527.0
0.01,0.0,490.0,100,2000,From RDC,Truck,Kenya,HIV test - Ancillary,Test kit,No,405.97
5.73,0.1,341.0,60,3439,From RDC,Air,Ethiopia,Adult,Tablet,No,114.22
27.6,0.92,37.0,30,345,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,946.77
2.95,0.05,537.0,60,10500,From RDC,Truck,Zambia,Adult,Tablet,Yes,6800.6
16.96,0.09,109.0,180,342,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,290.0
2.33,0.04,495.0,60,10350,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,20548.8
8.58,0.29,1313.0,270,638,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,3908.0
32.0,0.16,112.0,20,2,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
13.0,0.43,6.0,30,84,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,363.96
50.4,0.16,402.0,30,3600,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,1924.57
23.7,0.79,11.0,30,31,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,515.32
8.58,0.8,1204.0,100,2906,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,19587.34
2.26,0.04,2270.0,60,42773,From RDC,Truck,Zambia,Adult,Tablet,Yes,4356.75
50.4,0.16,2067.0,30,25000,Direct Drop,Air,Nigeria,Adult,Tablet,Yes,7933.38
22.5,0.75,420.0,30,1665,Direct Drop,Air,Uganda,Adult,Tablet,Yes,3900.39
1.95,0.01,1573.0,240,4000,Direct Drop,Air,Nigeria,Pediatric,Oral,Yes,9316.91
13.49,0.45,805.0,30,8215,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1003.18
7.78,0.13,6798.0,60,69684,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,26205.83
4.79,0.16,9117.0,30,61209,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,98763.02
5.94,0.1,328.0,60,2736,Direct Drop,Air,Tanzania,Pediatric,Tablet,Yes,3940.54
1.92,0.01,1118.0,240,3008,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,2810.58
4.39,0.07,4479.0,60,40000,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,36677.08
22.5,0.75,151.0,30,1571,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3545.1
8.58,0.2,48.0,300,12,Direct Drop,Air,Guyana,Pediatric,Oral,Yes,749.36
12.11,0.4,5897.0,30,2952,From RDC,Air,"Congo, DRC",Adult,Tablet,No,40434.04
8.58,0.05,68.0,1000,57,Direct Drop,Air,Others,Malaria,Tablet,No,555.49
11.4,0.19,338.0,60,3001,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9341.49
41.1,0.34,937.0,120,2034,From RDC,Air,Nigeria,Adult,Tablet,No,10990.36
3.04,0.05,113.0,60,2106,From RDC,Air,Mozambique,Adult,Tablet,Yes,919.2
3.9,0.06,1567.0,60,21360,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,21821.95
7.4,0.12,836.0,60,9792,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5136.08
7.02,0.12,2652.0,60,6200,From RDC,Air,South Sudan,Adult,Tablet,Yes,22788.95
18.0,0.6,1400.0,30,10717,Direct Drop,Air,Nigeria,Adult,Tablet,Yes,11732.9
5.19,0.17,1248.0,30,131704,Direct Drop,Ocean,Rwanda,Adult,Tablet,Yes,24250.15
4.7,0.16,1208.0,30,12180,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,3738.52
8.55,0.14,3506.0,60,40752,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,8815.65
2.33,0.04,3202.0,60,12386,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,12648.38
13.28,0.44,3155.0,30,2200,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,9021.82
8.82,0.29,4502.0,30,50000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,12601.07
20.22,0.17,1248.0,120,56260,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,20225.08
13.6,0.06,6587.0,240,116,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,No,8953.2
24.0,0.8,1558.0,30,5000,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,11653.64
13.15,0.22,880.0,60,6849,From RDC,Air,Rwanda,Adult,Tablet,Yes,13841.89
11.8,0.2,3218.0,60,26292,From RDC,Air,Mozambique,Adult,Tablet,Yes,15990.35
2.66,0.04,8754.0,60,150000,From RDC,Truck,Zambia,Adult,Tablet,Yes,8109.91
32.0,0.16,166.0,20,500,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,1225.17
3.33,0.11,8701.0,30,24996,From RDC,Truck,Ghana,Adult,Tablet,No,3975.7
20.0,0.8,139.0,25,16,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,1629.85
8.2,0.14,3723.0,60,9751,Direct Drop,Air,Vietnam,Adult,Tablet,No,19056.13
20.5,0.34,531.0,60,4836,From RDC,Air,Nigeria,Adult,Tablet,Yes,3228.0
3.55,0.12,76.0,30,960,From RDC,Truck,Mozambique,Adult,Tablet,Yes,137.4
9.3,0.1,630.0,90,9959,Direct Drop,Air,Tanzania,Pediatric,Tablet,Yes,3416.2
11.4,0.19,507.0,60,4501,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7445.8
6.52,0.11,1683.0,60,5,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,6443.5
41.1,0.34,749.0,120,3200,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2717.0
8.58,0.8,1300.0,100,2737,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,23269.06
8.58,0.89,1290.0,100,3180,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,15890.52
8.58,0.68,355.0,120,1435,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,5101.21
4.3,0.14,3329.0,30,40890,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10455.35
8.58,0.16,23.0,60,231,Direct Drop,Air,Uganda,Adult,Tablet,Yes,250.0
2.26,0.04,29.0,60,288,From RDC,Air,Dominican Republic,Adult,Tablet,No,594.4
32.0,0.16,54.0,20,2,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,2734.02
10.25,0.17,716.0,60,1778,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2601.0
8.0,0.13,1248.0,60,887,From RDC,Truck,Zambia,Adult,Tablet,No,36650.58
2.23,0.04,2699.0,60,1700,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,4063.81
32.0,0.16,129.0,20,385,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,2039.73
3.27,0.05,153.0,60,2329,From RDC,Air,Zimbabwe,Adult,Tablet,Yes,1013.24
9.6,0.32,1248.0,30,5148,From RDC,Truck,Rwanda,Adult,Tablet,Yes,16971.93
13.69,0.46,1248.0,30,100000,From RDC,Truck,Zambia,Adult,Tablet,Yes,11520.85
20.0,0.67,420.0,30,3115,Direct Drop,Air,Uganda,Adult,Tablet,Yes,2335.73
8.58,0.89,1231.0,100,3031,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,20705.23
7.72,0.13,2907.0,60,36180,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,11320.56
8.58,0.55,337.0,336,100,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,2535.4
11.22,0.19,1248.0,60,135900,From RDC,Truck,Mozambique,Adult,Tablet,No,14716.83
3.8,0.06,722.0,60,9560,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2787.55
11.4,0.19,2991.0,60,26550,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7445.8
8.58,0.14,1248.0,60,108700,From RDC,Truck,Mozambique,Adult,Tablet,No,29935.05
9.69,0.11,177.0,90,1280,From RDC,Air Charter,Nigeria,Pediatric,Capsule,Yes,13398.06
5.44,0.09,1165.0,60,1400,From RDC,Air,"Congo, DRC",Adult,Tablet,No,13290.31
8.76,0.15,1807.0,60,20000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,21347.2
11.49,0.38,5281.0,30,46802,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,13625.75
8.26,0.14,7857.0,60,60000,From RDC,Air,Tanzania,Adult,Tablet,Yes,40857.69
22.5,0.75,174.0,30,1800,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,2148.5
2.51,0.04,877.0,60,15000,From RDC,Air,Haiti,Adult,Tablet,Yes,9178.48
30.82,0.1,728.0,300,699,Direct Drop,Air,Ethiopia,Pediatric,Oral,Yes,6941.12
5.13,0.17,238.0,30,4200,From RDC,Truck,Uganda,Adult,Tablet,Yes,2021.53
6.49,0.11,696.0,60,8000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1599.67
1.5,0.02,722.0,60,296,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,2787.55
4.51,0.15,488.0,30,5745,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,4232.71
8.26,0.14,6909.0,60,50000,From RDC,Truck,Uganda,Adult,Tablet,No,4947.38
4.25,0.07,5357.0,60,55000,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,3403.99
8.58,0.83,30.0,120,161,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1072.35
1.56,0.05,2343.0,30,33000,Direct Drop,Air,Ghana,Pediatric,Capsule,Yes,20464.55
50.4,0.16,2462.0,30,2357,Direct Drop,Air,Tanzania,Adult,Tablet,No,3451.41
32.0,0.16,55.0,20,155,From RDC,Air,Rwanda,HIV test,Test kit,Yes,1126.84
4.53,0.15,7017.0,30,32280,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,11372.23
41.1,0.34,465.0,120,2121,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2206.0
7.72,0.13,2143.0,60,24732,From RDC,Truck,Mozambique,Adult,Tablet,Yes,6323.1
4.0,0.07,699.0,60,2085,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,Yes,8127.62
8.58,0.16,284.0,50,500,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,32609.44
1.55,0.03,555.0,60,850,From RDC,Air,Nigeria,Adult,Capsule,Yes,10575.63
29.31,0.24,4898.0,120,17497,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,18461.22
8.76,0.15,1804.0,60,20000,From RDC,Air,Ethiopia,Adult,Tablet,Yes,6321.99
2.15,0.01,2584.0,240,3000,From RDC,Air,Haiti,Pediatric,Oral,Yes,26877.3
32.0,0.16,1990.0,20,6042,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,22859.07
7.5,0.25,86.0,30,1344,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3573.32
11.0,0.37,1248.0,30,24599,From RDC,Air,Haiti,Adult,Tablet,No,121330.06
5.09,0.08,2014.0,60,137,From RDC,Truck,Côte d'Ivoire,Pediatric,Tablet,Yes,7726.12
9.5,0.16,78.0,60,386,Direct Drop,Air,Côte d'Ivoire,Pediatric,Tablet,Yes,570.75
3.24,0.11,2832.0,30,12984,Direct Drop,Air,Vietnam,Adult,Tablet,No,7474.2
2.4,0.04,1044.0,60,6156,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3854.23
30.82,0.1,116.0,300,68,Direct Drop,Air,Tanzania,Pediatric,Oral,Yes,1818.56
50.0,0.28,1013.0,180,2450,From RDC,Air,Côte d'Ivoire,Adult,Capsule,No,3646.0
4.12,0.14,3718.0,30,61060,From RDC,Truck,Zambia,Adult,Tablet,Yes,19949.86
21.5,0.09,85.0,240,237,From RDC,Air,Zambia,Pediatric,Oral,Yes,759.41
16.96,0.09,1489.0,180,5196,Direct Drop,Air,Côte d'Ivoire,Pediatric,Oral,Yes,2093.31
11.4,0.19,7189.0,60,63940,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,11492.86
21.78,0.18,1946.0,120,7995,From RDC,Truck,Tanzania,Adult,Tablet,Yes,12382.0
2.1,0.01,1784.0,240,2133,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,4017.69
1.8,0.03,99.0,60,1440,Direct Drop,Air,Haiti,Adult,Tablet,Yes,1497.53
10.15,0.34,2101.0,30,18616,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4384.01
2.51,0.04,1248.0,60,79235,From RDC,Air Charter,Nigeria,Adult,Tablet,No,16532.5
41.1,0.34,2803.0,120,12480,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,8669.38
11.22,0.19,1248.0,60,46000,From RDC,Truck,Mozambique,Adult,Tablet,No,25790.82
11.0,0.18,1172.0,60,5080,Direct Drop,Air,Uganda,Adult,Tablet,Yes,5595.44
8.58,0.78,64.0,100,275,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,2319.8
30.82,0.1,494.0,300,420,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,2737.95
32.0,0.16,59.0,20,160,Direct Drop,Air,Others,HIV test,Test kit,Yes,1099.39
24.5,0.16,1992.0,1,2988,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,26266.34
2.3,0.04,5453.0,60,28220,From RDC,Truck,Zimbabwe,Pediatric,Tablet,No,9405.81
1.49,0.02,4.0,60,60,From RDC,Air,Uganda,Adult,Capsule,Yes,526.41
11.0,0.18,1051.0,60,35000,From RDC,Truck,Uganda,Adult,Tablet,No,39130.38
20.22,0.17,2638.0,120,13040,From RDC,Air,Uganda,Adult,Tablet,Yes,13508.98
8.58,0.9,87.0,100,276,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,1205.7
3.28,0.05,7889.0,60,26444,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,6406.53
8.61,0.14,2719.0,60,4300,Direct Drop,Air,Vietnam,Adult,Tablet,No,18614.72
26.25,0.88,5712.0,30,20240,From RDC,Truck,Tanzania,Adult,Tablet,No,5873.0
3.2,0.05,177.0,60,1524,From RDC,Air,Uganda,Adult,Tablet,No,2151.27
11.22,0.19,1248.0,60,117749,From RDC,Truck,Mozambique,Adult,Tablet,Yes,19652.22
13.96,0.47,52.0,30,810,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,1600.0
11.4,0.19,1901.0,60,16698,From RDC,Air,Nigeria,Adult,Tablet,Yes,18638.84
8.58,0.72,171.0,100,750,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3518.38
32.0,0.16,54.0,20,150,Direct Drop,Air,Others,HIV test,Test kit,Yes,752.58
8.58,0.16,271.0,60,1847,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1700.0
11.49,0.38,1295.0,30,11500,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,2021.05
8.58,0.8,207.0,100,461,Direct Drop,Air,Others,HIV test,Test kit,Yes,5248.93
6.49,0.11,498.0,60,5700,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1477.34
4.34,0.14,2102.0,30,6392,From RDC,Truck,Zimbabwe,Adult,Tablet,No,7765.17
3.37,0.06,3652.0,60,71596,Direct Drop,Air,Ethiopia,Adult,Tablet,Yes,15236.52
2.33,0.04,2.0,60,24,From RDC,Air,"Congo, DRC",Adult,Tablet,Yes,522.42
10.0,0.33,2523.0,30,17760,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4784.19
2.91,0.05,566.0,60,11181,From RDC,Air,Tanzania,Adult,Tablet,Yes,3594.6
27.0,0.16,2707.0,20,8153,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,13535.55
8.26,0.14,4114.0,60,12609,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,13398.06
30.82,0.1,103.0,300,60,Direct Drop,Air,"Congo, DRC",Pediatric,Oral,Yes,1573.41
10.25,0.17,650.0,60,6945,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,2457.0
16.15,0.07,1248.0,240,350,From RDC,Air,Haiti,Pediatric,Oral,No,121330.06
4.35,0.07,7590.0,60,35000,Direct Drop,Air,Vietnam,Adult,Tablet,No,45450.08
7.21,0.12,830.0,60,960,From RDC,Air,Haiti,Adult,Tablet,No,6555.75
8.58,0.89,1533.0,100,3200,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,35813.98
7.82,0.26,1842.0,30,26991,Direct Drop,Air,South Africa,Adult,Tablet,Yes,5298.03
8.25,0.28,383.0,30,504,Direct Drop,Air,Vietnam,Adult,Tablet,No,1162.52
37.5,0.31,203.0,120,740,Direct Drop,Air,Haiti,Adult,Tablet,Yes,2228.92
1.81,0.03,2350.0,60,46100,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,10627.8
2.24,0.07,294.0,30,61,From RDC,Air,Guyana,Pediatric,Capsule,No,4338.44
9.28,0.04,7683.0,240,20000,Direct Drop,Ocean,South Africa,Pediatric,Oral,Yes,7073.56
7.21,0.12,123.0,60,2280,From RDC,Air,Haiti,Adult,Tablet,Yes,2136.1
2.91,0.05,519.0,60,10283,From RDC,Air,Haiti,Adult,Tablet,Yes,5974.7
8.58,0.75,71.0,100,112,Direct Drop,Air,Dominican Republic,HIV test,Test kit,No,844.36
8.15,0.14,464.0,60,140,From RDC,Air,Uganda,Adult,Tablet,No,3393.0
4.04,0.13,108.0,30,1800,From RDC,Air,Mozambique,Adult,Tablet,Yes,832.5
5.49,0.05,106.0,100,1400,Direct Drop,Air,Vietnam,Pediatric,Capsule,Yes,2869.03
12.11,0.4,1248.0,30,112873,From RDC,Truck,Uganda,Adult,Tablet,Yes,111318.14
4.81,0.16,1187.0,30,1525,From RDC,Air,Uganda,Adult,Tablet,No,9609.69
3.31,0.06,179.0,60,3334,From RDC,Air,Zambia,Adult,Tablet,Yes,1170.16
2.1,0.01,1784.0,240,4965,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,2503.33
8.58,0.16,1624.0,100,4000,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,14758.34
7.33,0.12,3894.0,60,77143,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,3161.68
8.58,0.8,252.0,100,520,Direct Drop,Air,Others,HIV test,Test kit,Yes,8678.71
7.0,0.12,5426.0,60,10590,From RDC,Air,"Congo, DRC",Adult,Tablet,Yes,20499.33
2.51,0.04,4618.0,60,64995,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,13398.06
12.01,0.4,3925.0,30,55000,From RDC,Truck,Zambia,Adult,Tablet,Yes,2196.18
8.58,0.16,144.0,100,60,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3128.19
2.0,0.07,570.0,30,6400,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,5348.0
8.58,0.89,244.0,100,470,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,7428.38
12.24,0.41,1248.0,30,216755,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,118541.26
19.92,0.66,8.0,30,8665,From RDC,Truck,Uganda,Adult,Tablet,No,10891.66
8.58,0.8,169.0,100,500,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,1215.84
5.0,0.05,22.0,100,284,From RDC,Air,Côte d'Ivoire,Pediatric,Capsule,Yes,1211.49
11.15,0.37,1248.0,30,8977,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,64802.96
9.71,0.11,1765.0,90,168,From RDC,Air,Haiti,Pediatric,Capsule,No,18473.1
32.0,0.16,54.0,20,30,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,2734.02
3.89,0.06,2791.0,60,50000,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,10167.54
22.5,0.75,643.0,30,4779,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,4142.07
8.58,0.51,1175.0,120,4800,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1779.1
36.16,0.12,2480.0,300,2166,Direct Drop,Air,Zimbabwe,Pediatric,Oral,Yes,18756.25
4.75,0.16,309.0,30,3500,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,9736.1
2.9,0.05,836.0,60,3000,From RDC,Air Charter,Nigeria,Adult,Tablet,No,9341.49
8.58,0.8,730.0,100,1800,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,10351.26
9.59,0.11,185.0,84,630,From RDC,Air,Mozambique,Adult,Capsule,Yes,1214.2
4.22,0.14,338.0,30,2950,From RDC,Truck,Uganda,Adult,Tablet,No,3397.95
8.97,0.15,4658.0,60,39792,From RDC,Air,Uganda,Adult,Tablet,Yes,41595.5
8.58,0.8,1290.0,100,3182,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,14493.3
8.58,0.8,362.0,100,762,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,7060.97
20.5,0.17,840.0,120,2703,From RDC,Air,Nigeria,Adult,Tablet,No,3736.0
6.6,0.11,1413.0,60,14653,From RDC,Truck,Zambia,Adult,Tablet,Yes,1325.68
3.4,0.06,17.0,60,70,From RDC,Air,Uganda,Adult,Tablet,No,1073.46
27.6,0.92,56.0,30,517,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,812.84
2.33,0.04,1721.0,60,17320,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,8758.37
8.58,0.72,1016.0,100,2100,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,16061.5
8.87,0.1,830.0,90,6510,From RDC,Truck,Tanzania,Pediatric,Capsule,Yes,1698.83
1.45,0.02,3536.0,60,10416,Direct Drop,Air,Vietnam,Adult,Capsule,No,20910.43
2.9,0.05,65.0,60,1300,From RDC,Air,Nigeria,Adult,Tablet,Yes,1020.98
8.58,0.72,1330.0,100,4500,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,11559.65
7.43,0.12,2373.0,60,44168,Direct Drop,Air,South Africa,Adult,Tablet,Yes,1697.9
29.0,0.16,576.0,20,2000,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,7168.62
7.72,0.13,1248.0,60,46695,From RDC,Air Charter,Nigeria,Adult,Tablet,No,84944.83
4.5,0.04,480.0,100,400,Direct Drop,Air,Côte d'Ivoire,Pediatric,Capsule,No,5325.3
1.9,0.01,2520.0,240,2415,From RDC,Air,Haiti,Pediatric,Oral,No,25874.1
11.22,0.19,5997.0,60,50000,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,8379.98
8.58,0.14,1248.0,60,145400,From RDC,Truck,Mozambique,Adult,Tablet,Yes,15392.43
9.45,0.16,1248.0,60,5809,From RDC,Air,Tanzania,Adult,Tablet,No,15210.0
15.04,0.5,1248.0,30,107489,From RDC,Air,Nigeria,Adult,Tablet,Yes,18461.22
2.18,0.04,416.0,60,2725,From RDC,Air,"Congo, DRC",Adult,Tablet,No,5347.37
8.58,0.89,115.0,100,250,Direct Drop,Air,South Sudan,HIV test,Test kit,Yes,2561.61
1.8,0.03,2486.0,60,15400,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3775.5
15.5,0.26,77.0,60,98,From RDC,Air,Haiti,Pediatric,Tablet,Yes,991.49
8.58,0.16,24.0,100,10,From RDC,Air,Haiti,HIV test,Test kit,Yes,1027.0
8.58,0.16,158.0,40,140,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,4318.21
32.0,0.16,112.0,20,27,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,3196.31
2.91,0.05,1156.0,60,23230,From RDC,Air,Tanzania,Adult,Tablet,Yes,6308.6
32.0,0.16,253.0,20,750,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,2849.79
11.4,0.19,486.0,60,4314,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,7445.8
8.58,0.16,29.0,5,75,Direct Drop,Air,Others,Pediatric,Injection,Yes,209.37
0.01,0.0,130.0,100,405,From RDC,Air,Rwanda,HIV test - Ancillary,Test kit,No,3187.18
6.73,0.11,770.0,60,8600,From RDC,Truck,Rwanda,Adult,Tablet,Yes,9828.73
2.1,0.01,1038.0,240,2757,From RDC,Air,Haiti,Pediatric,Oral,Yes,11774.5
1.85,0.01,7889.0,240,2415,From RDC,Truck,Côte d'Ivoire,Pediatric,Oral,No,6406.53
2.0,0.07,2519.0,30,1600,From RDC,Air,Zimbabwe,Adult,Tablet,Yes,15252.7
2.91,0.05,1248.0,60,8805,From RDC,Truck,Tanzania,Adult,Tablet,No,9330.0
