Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Shipment_mode,Manufacturing_site,Country,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
60.0,25000.0,6.3,0.1,2266.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.52
60.0,140.0,1.99,0.03,9.0,1.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1118.22
100.0,5000.0,80.0,0.8,2268.0,1.0,9.0,19.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,37942.89
100.0,9335.0,89.0,0.89,3788.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,61035.9
60.0,270.0,46.3,0.77,59.0,1.0,26.0,18.0,1.0,0.0,0.0,43.0,3.0,0.0,0.0,180.0
90.0,20.0,9.71,0.11,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3380.36
120.0,17201.0,26.7,0.22,4758.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6031.15
120.0,1819.0,19.66,0.16,473.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6001.52
60.0,1300.0,6.41,0.11,77.0,1.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1149.07
30.0,49142.0,4.32,0.14,17285.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21454.88
60.0,2523.0,3.2,0.05,585.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5698.01
30.0,145784.18484021962,11.15,0.37,46946.48571682304,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55287.91
20.0,1286.0,29.0,1.45,482.0,1.0,20.0,11.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,2386.35
30.0,1086.0,6.42,0.21,90.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,226.25
30.0,36456.0,6.22,0.21,3160.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32104.3
90.0,15000.0,5.5,0.06,2803.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4040.64
60.0,5768.0,4.32,0.07,592.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,598.91
20.0,500.0,32.0,1.6,500.0,1.0,3.0,23.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2442.32
30.0,4279.0,6.57,0.22,259.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1553.64
20.0,250.0,32.0,1.6,88.0,1.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3997.31
30.0,40409.0,10.87,0.36,5977.0,3.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29674.92
60.0,13860.0,7.02,0.12,662.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3848.91
100.0,10.0,72.0,0.72,12.0,1.0,6.0,4.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,785.88
20.0,500.0,27.0,1.35,115.0,1.0,20.0,11.0,0.0,1.0,2.0,0.0,9.0,1.0,0.0,1352.0
60.0,140000.0,2.51,0.04,8783.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8045.77
100.0,2093.0,71.99,0.72,609.0,1.0,6.0,7.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,12977.28
60.0,600.0,2.73,0.05,306.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3945.33
60.0,36192.0,7.02,0.12,2036.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5530.12
30.0,939.0,22.5,0.75,117.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1766.57
60.0,720.0,9.35,0.16,66.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,772.04
90.0,6312.0,5.5,0.06,4964.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6126.12
60.0,3322.0,2.73,0.05,377.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6147.18
60.0,2000.0,2.33,0.04,84.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,530.36
240.0,475.0,1.92,0.01,170.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1301.0
30.0,26112.0,4.7,0.16,2444.0,0.0,22.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8800.81
60.0,31892.0,2.51,0.04,21879.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8647.16
25.0,8000.0,20.0,0.8,2366.0,1.0,23.0,6.0,0.0,1.0,2.0,0.0,10.0,1.0,0.0,13952.38
120.0,5188.0,60.82,0.51,1138.0,1.0,13.0,10.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,3622.58
100.0,351.0,72.0,0.72,60.0,1.0,6.0,18.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,1097.78
20.0,400.0,32.0,1.6,132.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1692.7
30.0,10914.0,6.42,0.21,611.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,226.25
90.0,1016.0,9.3,0.1,367.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3783.24
180.0,1184.0,16.96,0.09,361.0,1.0,8.0,0.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,783.22
30.0,46190.0,4.12,0.14,4539.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4496.13
30.0,97100.0,8.82,0.29,14340.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16222.85
60.0,18620.0,13.15,0.22,1928.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5825.17
60.0,19705.0,2.58,0.04,1095.0,0.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4405.24
60.0,73012.0,7.4,0.12,14083.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11053.53
30.0,1100.0,11.0,0.37,95.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,2453.16
100.0,1150.0,72.0,0.72,476.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,2172.0
300.0,1251.0,30.82,0.1,1254.0,1.0,14.0,9.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,54424.24
60.0,960.0,8.29,0.14,111.0,1.0,12.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1047.34
60.0,33998.0,3.28,0.05,7275.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8758.36
60.0,5360.0,5.94,0.1,619.0,1.0,13.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,5506.01
60.0,1299.0,55.5,0.92,137.0,1.0,8.0,14.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,309.95
60.0,7511.0,3.4,0.06,732.0,1.0,18.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2724.27
60.0,36000.0,2.42,0.04,7973.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,51090.0
60.0,10000.0,8.1,0.13,1463.0,1.0,10.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,12498.65
100.0,6133.0,89.0,0.89,2483.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,31306.65
240.0,3035.0,1.92,0.01,1133.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7789.85
30.0,2520.0,8.25,0.28,1849.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,4191.83
30.0,69811.0,6.07,0.2,7632.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50626.6
60.0,368.0,13.0,0.22,6142.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,13850.65
20.0,4588.0,32.0,1.6,1573.0,1.0,3.0,18.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,26710.2
60.0,1512.0,1.32,0.02,360.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3274.41
60.0,1521.0,1.52,0.03,422.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2812.3
60.0,39180.0,2.26,0.04,2764.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4356.75
240.0,1992.0,2.1,0.01,777.0,1.0,1.0,7.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,6400.44
60.0,42751.0,8.76,0.15,3409.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11637.64
60.0,219.0,1.75,0.03,16.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,472.5
100.0,2104.0,80.0,0.8,917.0,1.0,9.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,16661.34
60.0,1560.0,9.5,0.16,147.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1671.84
60.0,157.0,9.81,0.16,836.0,0.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4911.0
30.0,26962.0,4.12,0.14,1638.0,1.0,12.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18446.92
30.0,145784.18484021962,10.78,0.36,37973.0,0.0,22.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15873.95
240.0,7000.0,2.1,0.01,2625.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9868.54
60.0,79999.0,2.26,0.04,9404.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14088.22
30.0,45000.0,10.78,0.36,5083.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6948.04
90.0,1220.0,9.69,0.11,169.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13398.06
60.0,724.0,5.94,0.1,82.0,1.0,13.0,14.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1042.36
30.0,71577.0,15.2,0.51,7416.0,1.0,10.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,64179.42
30.0,600.0,3.55,0.12,517.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,708.23
60.0,6799.0,3.75,0.06,292.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.7
30.0,31875.0,4.67,0.16,3005.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,4263.07
30.0,34.0,22.5,0.75,13.0,1.0,5.0,23.0,1.0,1.0,2.0,16.0,3.0,1.0,0.0,766.62
20.0,2730.0,32.0,1.6,890.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,11367.59
30.0,20160.0,12.11,0.4,3082.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9405.8
60.0,36000.0,2.44,0.04,2026.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10095.9
60.0,9876.0,2.73,0.05,941.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7779.96
60.0,2600.0,1.99,0.03,149.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1815.67
240.0,10603.0,2.26,0.01,3818.0,2.0,1.0,13.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,11234.1
60.0,7063.0,2.3,0.04,412.0,1.0,21.0,10.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1769.68
20.0,2500.0,40.0,2.0,853.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,13569.49
1.0,6500.0,5.0,5.0,781.0,1.0,9.0,9.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,9914.59
30.0,145000.0,12.01,0.4,11186.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9330.0
20.0,1129.0,29.0,1.45,328.0,1.0,20.0,0.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,4420.31
30.0,1200.0,1.25,0.04,64.0,1.0,1.0,14.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,896.35
60.0,3192.0,2.1,0.04,157.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2010.69
60.0,4600.0,5.94,0.1,535.0,1.0,13.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,5924.33
240.0,4970.0,1.93,0.01,6587.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8953.2
60.0,57804.0,3.6,0.06,15222.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18513.23
30.0,11536.0,4.7,0.16,1046.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1157.78
100.0,30.0,129.58352457209097,4.0,72.0,1.0,11.0,23.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,947.05
30.0,17422.0,4.12,0.14,21063.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29250.68
25.0,10000.0,20.0,0.8,3335.0,1.0,23.0,6.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,23616.68
30.0,50928.0,5.54,0.18,5456.0,1.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53775.56
30.0,1056.0,5.5,0.18,69.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1366.67
240.0,6736.0,2.02,0.01,12410.0,2.0,1.0,13.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,10446.37
60.0,145784.18484021962,2.87,0.05,9306.0,2.0,12.0,13.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,10511.33
60.0,43632.0,7.72,0.13,4145.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7433.02
60.0,1000.0,1.5,0.02,10435.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,121330.06
30.0,33000.0,3.33,0.11,18808.0,3.0,12.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,123945.0
60.0,5701.0,4.15,0.07,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2527.41
307.501710918752,194.0,38.36,0.11,390.0,1.0,14.0,11.0,1.0,0.0,1.0,10.0,7.0,2.0,0.0,2818.79
60.0,24992.0,8.1,0.13,3458.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,19839.26
60.0,27681.0,9.5,0.16,2581.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19832.46
240.0,549.0,1.45,0.01,201.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1530.81
270.0,40.0,125.94,0.47,11.0,1.0,5.0,7.0,1.0,0.0,1.0,17.0,3.0,0.0,0.0,1049.3
60.0,9316.0,2.44,0.04,9863.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19150.15
30.0,7000.0,1.25,0.04,482.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,5678.33
60.0,62.0,5.5,0.09,4.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,660.44
120.0,178.0,36.0,0.3,90.0,1.0,5.0,14.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,989.0
60.0,120099.0,11.22,0.19,16015.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12239.88
60.0,15003.0,14.63,0.24,2612.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1698.83
60.0,400.0,7.0,0.12,82.0,1.0,26.0,10.0,1.0,0.0,0.0,24.0,3.0,0.0,0.0,2211.05
100.0,5000.0,80.0,0.8,2020.0,1.0,9.0,19.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,29918.58
120.0,20580.0,30.82,0.26,5139.0,2.0,13.0,0.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,40289.0
60.0,274.0,8.26,0.14,308.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1824.72
30.0,48860.0,4.34,0.14,16417.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20264.93
90.0,300.0,9.3,0.1,266.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4147.79
1.0,23.0,24.5,11.761991170924096,21.0,1.0,7.0,21.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,1327.6
100.0,5538.0,80.0,0.8,5538.0,1.0,9.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,25380.88
60.0,51355.0,2.45,0.04,6436.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25231.96
60.0,29880.0,7.78,0.13,2699.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16152.0
20.0,185.0,32.0,1.6,64.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1592.72
60.0,125000.0,7.12,0.12,9290.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2400.26
240.0,7107.0,2.1,0.01,2633.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3688.33
60.0,40000.0,11.22,0.19,4692.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9736.1
60.0,1659.0,2.22,0.04,958.0,1.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7659.33
30.0,489.0,13.52,0.45,12199.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,46520.17
60.0,89.0,14.63,0.24,199.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3127.35
60.0,33972.0,2.53,0.04,1823.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1791.42
60.0,19392.0,6.75,0.11,1899.0,1.0,10.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,5209.46
240.0,2135.0,1.97,0.01,4639.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,47525.69
100.0,114.0,4.5,0.04,5.0,1.0,1.0,18.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,672.49
60.0,525.0,6.6,0.11,34.0,1.0,10.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,807.47
20.0,1230.0,31.0,1.55,357.0,1.0,20.0,0.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,5640.23
60.0,15000.0,7.21,0.12,823.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12601.06
60.0,75816.0,6.49,0.11,6452.0,2.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,10477.63
60.0,8586.0,2.33,0.04,544.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1454.64
240.0,3872.0,1.83,0.01,1438.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5121.68
120.0,8760.0,20.22,0.17,1798.0,0.0,13.0,14.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,5856.65
240.0,20000.0,1.95,0.01,7464.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4605.44
60.0,422.0,8.76,0.15,105.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9341.59
60.0,88433.0,8.26,0.14,8935.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21326.73
60.0,5000.0,11.22,0.19,659.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6147.18
60.0,52865.0,3.57,0.06,9182.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37695.46
20.0,500.0,32.0,1.6,164.0,1.0,3.0,23.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1225.37
100.0,1000.0,129.58352457209097,3.5,2090.0,1.0,5.0,19.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,51331.09
60.0,112100.0,5.85,0.1,12791.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3833.17
30.0,34044.0,4.67,0.16,2892.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,6105.79
60.0,6781.0,35.8,0.6,675.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2440.0
240.0,27264.0,1.51,0.01,10191.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8520.87
60.0,1796.0,1.52,0.03,5880.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,14656.0
60.0,42000.0,10.99,0.18,5941.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,19632.73
60.0,38780.0,11.14,0.19,3217.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,14364.29
30.0,3359.0,26.25,0.88,300.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2204.0
60.0,3342.0,11.46,0.19,3888.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8057.19
100.0,1132.0,72.0,0.72,337.0,1.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,4323.93
60.0,1209.0,2.23,0.04,609.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3526.69
60.0,26402.0,9.45,0.16,6986.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6269.7
60.0,489.0,7.71,0.13,28.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1047.24
270.0,420.0,103.52,0.38,446.0,1.0,17.0,3.0,1.0,0.0,1.0,17.0,3.0,2.0,0.0,5017.18
100.0,2499.0,80.0,0.8,1191.0,1.0,6.0,9.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,23808.37
30.0,200.0,3.55,0.12,12.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1301.94
60.0,29107.0,8.2,0.14,3647.0,1.0,1.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,18545.17
30.0,50000.0,3.24,0.11,5593.0,1.0,10.0,14.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,19759.68
60.0,145784.18484021962,2.37,0.04,9374.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,11372.23
60.0,90000.0,7.72,0.13,17769.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36897.57
60.0,500.0,25.0,0.42,124.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,5217.59
60.0,64241.0,8.55,0.14,6234.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31214.27
30.0,60342.0,4.45,0.15,20269.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,132890.27
30.0,17422.0,3.81,0.13,7490.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15299.59
60.0,45.0,9.04,0.15,13.0,1.0,13.0,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,928.11
60.0,900.0,1.99,0.03,1630.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18387.8
120.0,175.0,129.58352457209097,1.98,31.0,1.0,17.0,17.0,1.0,0.0,1.0,17.0,3.0,0.0,0.0,566.56
30.0,17300.0,3.15,0.1,1320.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2730.91
60.0,579.0,6.85,0.11,83.0,1.0,13.0,14.0,1.0,0.0,1.0,10.0,7.0,0.0,0.0,800.0
60.0,7255.0,8.13,0.14,917.0,1.0,1.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,4676.61
60.0,5468.0,2.95,0.05,437.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2928.4
60.0,560.0,8.76,0.15,679.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3302.14
60.0,147.0,14.63,0.24,308.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1824.72
100.0,3094.0,80.0,0.8,1477.0,1.0,9.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,27686.29
60.0,9989.0,1.85,0.03,2832.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,7474.2
60.0,46855.0,3.04,0.05,35216.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,88801.0
240.0,225.0,1.85,0.01,110.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3178.0
60.0,19835.0,8.1,0.13,2866.0,1.0,10.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,17036.99
25.0,154.0,95.0,3.8,87.0,1.0,20.0,17.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,2445.68
60.0,74623.0,8.11,0.14,10073.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7048.57
30.0,59500.0,9.6,0.32,26861.0,3.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53937.0
60.0,814.0,0.0,0.0,60.0,1.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1344.94
60.0,10000.0,9.98,0.17,7416.0,1.0,10.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,64179.42
60.0,187.0,7.02,0.12,125.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1554.64
20.0,1200.0,32.0,1.6,751.0,0.0,3.0,12.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,190.06
100.0,345.0,67.0,0.67,60.0,1.0,6.0,4.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0,1328.2
240.0,11668.0,3.0,0.01,4396.0,1.0,1.0,13.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,3283.59
60.0,75235.0,8.11,0.14,9080.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34551.83
60.0,208.0,33.85,0.56,16.0,1.0,5.0,7.0,1.0,0.0,0.0,26.0,3.0,2.0,0.0,957.88
240.0,416.0,6.2,0.03,504.0,1.0,1.0,11.0,1.0,0.0,0.0,6.0,0.0,3.0,1.0,5920.42
