Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Shipment_mode,Manufacturing_site,Country,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
180.0,198.0,129.58352457209097,1.0,389.0,1.0,5.0,10.0,1.0,0.0,1.0,10.0,8.0,2.0,0.0,7286.16
60.0,8010.0,2.44,0.04,5350.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4519.97
100.0,115.0,8.0,0.08,149.0,1.0,9.0,15.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,3256.76
60.0,2098.0,7.43,0.12,124.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1697.89
30.0,57600.0,4.67,0.16,4872.0,1.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,5886.9
60.0,11004.0,8.55,0.14,1073.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,9535.67
30.0,47312.0,4.22,0.14,20230.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79938.08
100.0,1500.0,80.0,0.8,606.0,1.0,9.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,8158.8
60.0,400.0,1.5,0.02,83.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,2426.05
30.0,2063.0,11.72,0.39,176.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3680.33
60.0,3570.0,8.55,0.14,294.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2894.0
30.0,4955.0,11.75,0.39,376.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4468.34
30.0,6552.0,6.5,0.22,524.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4453.71
30.0,5531.0,11.15,0.37,8456.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7134.39
120.0,500.0,95.34,0.79,83.0,1.0,17.0,11.0,1.0,0.0,1.0,17.0,3.0,0.0,0.0,852.02
25.0,500.0,20.0,0.8,136.0,1.0,23.0,0.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,2094.08
60.0,800.0,1.75,0.03,83.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,2426.05
60.0,105000.0,11.22,0.19,20230.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,79938.08
100.0,20000.0,80.0,0.8,5902.0,1.0,6.0,12.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,52057.8
30.0,92000.0,2.35,0.08,5184.0,2.0,1.0,13.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,9592.95
240.0,2191.0,1.95,0.01,823.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3524.0
60.0,3600.0,7.27,0.12,46946.48571682304,0.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47389.63
30.0,43715.0,4.63,0.15,46946.48571682304,0.0,15.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43218.07
60.0,10620.0,11.23,0.19,8889.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33073.6
60.0,25000.0,7.5,0.12,2336.0,1.0,10.0,10.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,21150.56
30.0,1262.0,22.5,0.75,173.0,1.0,0.0,14.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,935.89
60.0,9599.0,3.0,0.05,3155.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9021.82
60.0,60.0,5.94,0.1,13.0,1.0,13.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,707.19
20.0,650.0,32.0,1.6,220.0,1.0,3.0,22.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,7078.9
60.0,25400.0,8.58,0.14,36920.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29935.05
30.0,1040.0,8.82,0.29,830.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6555.75
20.0,68.0,32.0,1.6,22.0,1.0,3.0,22.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1003.52
240.0,291.0,1.95,0.01,125.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1554.64
1.0,3510.0,23.0,11.761991170924096,2535.0,1.0,7.0,8.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,23035.69
20.0,650.0,32.0,1.6,278.0,1.0,3.0,22.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,7936.81
30.0,43272.0,4.59,0.15,4285.0,3.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34216.25
120.0,1313.0,33.74,0.28,276.0,1.0,13.0,18.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3940.18
3.0,10.0,25.0,8.33,7.0,1.0,5.0,23.0,1.0,1.0,3.0,9.0,3.0,1.0,0.0,403.66
20.0,15.0,32.0,1.6,509.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,8021.11
60.0,160.0,7.0,0.12,43.0,1.0,26.0,4.0,1.0,0.0,0.0,24.0,3.0,0.0,0.0,1082.89
60.0,168.0,55.5,0.92,35.0,1.0,8.0,14.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,886.0
120.0,25482.0,20.48,0.17,7140.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47532.09
20.0,2360.0,32.0,1.6,1636.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,21087.7
60.0,51364.0,9.5,0.16,5372.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16430.72
30.0,4.0,26.25,0.88,892.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13353.34
240.0,17337.0,9.28,0.04,6680.0,2.0,5.0,13.0,1.0,0.0,0.0,27.0,3.0,3.0,0.0,3755.91
100.0,2744.0,89.0,0.89,1186.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,24927.19
20.0,6704.0,32.0,1.6,2134.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,13771.63
60.0,810.0,7.71,0.13,47.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.51
60.0,450.0,2.26,0.04,652.0,1.0,4.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3763.2
30.0,800.0,7.58,0.25,77.0,1.0,1.0,3.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,979.14
60.0,2829.0,5.44,0.09,1630.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18387.8
30.0,25000.0,10.0,0.33,2068.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8502.12
60.0,1500.0,1.52,0.03,178.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1621.0
60.0,15030.0,2.59,0.04,933.0,1.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3847.96
60.0,1485.0,7.72,0.13,1187.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9609.69
60.0,200.0,3.04,0.05,4241.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25442.0
100.0,8898.0,80.0,0.8,3611.0,1.0,9.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,24079.79
60.0,3000.0,8.76,0.15,306.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3945.33
30.0,4.0,26.25,0.88,82.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1151.48
20.0,1513.0,32.0,1.6,410.0,1.0,3.0,18.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,5577.13
100.0,1.0,80.0,0.8,822.0,1.0,6.0,12.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,8664.89
90.0,338.0,7.3,0.08,25.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.79
100.0,2604.0,80.0,0.8,1239.0,1.0,9.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,22650.58
100.0,45000.0,1.3,0.01,9014.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,52211.42
180.0,3559.0,16.96,0.09,1061.0,1.0,8.0,0.0,1.0,0.0,0.0,7.0,3.0,3.0,0.0,2454.99
30.0,91772.0,4.26,0.14,7797.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,7292.27
60.0,760.0,9.45,0.16,199.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1917.53
30.0,7000.0,16.25,0.54,581.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1886.21
60.0,2200.0,3.75,0.06,192.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3649.76
60.0,8258.0,7.12,0.12,5147.0,1.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29336.46
25.0,350.0,20.5,0.82,111.0,1.0,23.0,0.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,1857.39
60.0,155.0,12.96,0.22,5897.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40434.04
60.0,15795.0,8.58,0.14,2234.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6582.95
240.0,699.0,1.95,0.01,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3436.14
240.0,11730.0,1.43,0.01,4673.0,1.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,22212.75
300.0,51.0,82.2,0.27,99.0,1.0,14.0,18.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,1454.81
240.0,1216.0,3.5,0.01,840.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3736.0
100.0,2744.0,89.0,0.89,1186.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,24927.19
100.0,8.0,70.0,0.7,5406.0,1.0,6.0,23.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,559.95
60.0,10000.0,7.9,0.13,581.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3238.0
120.0,6899.0,29.68,0.25,1859.0,0.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10611.0
60.0,100000.0,8.11,0.14,20329.0,3.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49570.0
100.0,6280.0,80.0,0.8,2548.0,1.0,9.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,28709.52
60.0,24530.0,7.02,0.12,1380.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6483.81
60.0,109554.0,11.22,0.19,20316.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25790.82
120.0,5151.0,20.5,0.17,667.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2921.0
120.0,4400.0,60.82,0.51,1073.0,1.0,13.0,10.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,1475.94
100.0,1070.0,80.0,0.8,532.0,1.0,6.0,9.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,14423.28
60.0,132.0,1.99,0.03,23.0,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0
60.0,35600.0,7.4,0.12,3731.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6778.91
100.0,9312.0,89.0,0.89,3787.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,57017.68
100.0,24.0,70.0,0.7,6.0,1.0,6.0,22.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,868.31
60.0,4637.0,3.89,0.06,426.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761.5
30.0,2528.0,11.0,0.37,740.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4754.52
30.0,1000.0,4.04,0.13,63.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,569.0
60.0,137900.0,8.26,0.14,12766.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12601.07
20.0,597.0,32.0,1.6,209.0,1.0,3.0,15.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3088.04
120.0,600.0,29.68,0.25,895.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6061.4
60.0,384.0,2.49,0.04,30.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1180.73
100.0,9258.0,89.0,0.89,3759.0,1.0,9.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,57561.38
60.0,10167.0,2.44,0.04,487.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6113.34
30.0,573.0,3.21,0.11,186.0,1.0,12.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.21
60.0,1300.0,3.4,0.06,16709.0,1.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15210.0
30.0,6500.0,4.7,0.16,677.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3880.14
60.0,2510.0,3.9,0.06,190.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1317.4
307.501710918752,56.0,129.58352457209097,0.91,168.0,1.0,14.0,10.0,1.0,0.0,1.0,10.0,7.0,2.0,0.0,4092.21
60.0,19922.0,5.94,0.1,3991.0,1.0,13.0,9.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,34670.93
30.0,60000.0,15.04,0.5,6801.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7317.47
60.0,9073.0,2.51,0.04,521.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2494.56
30.0,44135.0,12.42,0.41,3454.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12492.0
240.0,204.0,2.1,0.01,171.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2522.76
30.0,1612.0,6.5,0.22,111.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,7457.19
1.0,450.0,24.5,11.761991170924096,300.0,1.0,7.0,4.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,3446.68
30.0,116218.0,4.53,0.15,12410.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,10446.37
60.0,75.0,15.5,0.26,938.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11340.2
100.0,5259.0,80.0,0.8,1584.0,1.0,6.0,11.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,22775.45
90.0,52.0,8.26,0.09,38.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4718.3
60.0,24480.0,2.4,0.04,3536.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,20910.43
60.0,32190.0,8.13,0.14,4093.0,1.0,1.0,19.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,34441.93
60.0,12169.0,11.22,0.19,7916.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21397.38
60.0,10453.0,2.9,0.05,1001.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3228.26
1.0,13.0,0.9,0.9,1.0,1.0,23.0,16.0,1.0,1.0,3.0,11.0,10.0,1.0,0.0,137.5
60.0,440.0,1.74,0.03,27.0,0.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0
100.0,3029.0,0.0,0.0,1255.0,1.0,9.0,6.0,1.0,1.0,2.0,11.0,4.0,1.0,0.0,21384.75
60.0,6296.0,11.8,0.2,822.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7321.04
60.0,6400.0,1.85,0.03,2922.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5616.02
30.0,120954.0,3.64,0.12,11369.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15459.09
240.0,2415.0,1.97,0.01,862.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9711.2
60.0,10530.0,2.44,0.04,544.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5029.05
60.0,233.0,2.9,0.05,54.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7445.8
100.0,3.0,80.0,0.8,2.0,1.0,9.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,925.04
100.0,30.0,80.0,0.8,14.0,1.0,6.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,1489.33
60.0,1395.0,7.71,0.13,188.0,1.0,13.0,7.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,3035.87
60.0,25572.0,10.99,0.18,3572.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,10657.33
60.0,76427.0,9.45,0.16,7017.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5367.09
60.0,2052.0,1.75,0.03,3426.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,9797.41
30.0,97300.0,14.1,0.47,11433.0,2.0,0.0,17.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,12323.93
25.0,1400.0,20.5,0.82,468.0,1.0,23.0,0.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,5372.87
30.0,33144.0,3.19,0.11,1874.0,1.0,12.0,5.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,9507.26
30.0,13743.0,8.04,0.27,1340.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17090.0
120.0,1746.0,19.36,0.16,473.0,1.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5769.34
100.0,100.0,71.99,0.72,28.0,1.0,6.0,23.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,641.06
25.0,16.0,20.0,0.8,19.0,1.0,23.0,17.0,0.0,1.0,2.0,0.0,10.0,1.0,1.0,851.24
60.0,459.0,1.99,0.03,152.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1330.99
60.0,1260.0,1.46,0.02,82.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1211.48
60.0,1255.0,3.4,0.06,120.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1318.0
60.0,24.0,3.0,0.05,21.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7329.83
1.0,112.0,0.0,0.0,46.0,1.0,9.0,20.0,1.0,1.0,3.0,11.0,4.0,1.0,0.0,1428.23
30.0,33201.0,5.36,0.18,7191.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6014.22
20.0,7000.0,32.0,1.6,2373.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,29878.21
30.0,90932.0,19.92,0.66,10428.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18495.9
30.0,6392.0,4.34,0.14,539.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1709.78
300.0,20.0,30.82,0.1,52.0,1.0,14.0,1.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,1573.41
100.0,5.0,129.58352457209097,3.5,12.0,1.0,11.0,23.0,1.0,1.0,2.0,9.0,3.0,1.0,0.0,684.42
30.0,12959.0,6.08,0.2,1421.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4322.6
60.0,27634.0,2.1,0.04,1616.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3147.88
60.0,4068.0,6.25,0.1,268.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20225.07
60.0,145784.18484021962,2.87,0.05,9282.0,2.0,12.0,13.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,15222.94
60.0,625.0,6.85,0.11,86.0,1.0,13.0,14.0,1.0,0.0,1.0,10.0,7.0,0.0,0.0,86.0
60.0,2066.0,3.4,0.06,451.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3487.94
100.0,9000.0,72.0,0.72,2655.0,1.0,6.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,25052.69
240.0,4338.0,1.97,0.01,4639.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,47525.69
60.0,12600.0,2.16,0.04,17826.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,20526.23
60.0,20000.0,9.81,0.16,11720.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11702.27
60.0,10000.0,11.22,0.19,1250.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6147.18
60.0,2700.0,7.4,0.12,199.0,1.0,12.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1476.8
30.0,4816.0,20.0,0.67,647.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4444.33
30.0,3520.0,6.42,0.21,197.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3296.34
100.0,12.0,0.01,0.0,19.0,1.0,6.0,17.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,851.24
60.0,39000.0,7.4,0.12,7719.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6260.71
60.0,1470.0,7.72,0.13,2400.0,1.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18337.82
20.0,1000.0,32.0,1.6,1693.0,0.0,3.0,23.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1220.73
60.0,76832.0,6.52,0.11,6780.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14251.0
60.0,100.0,1.75,0.03,4213.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,38515.8
100.0,7000.0,5.0,0.05,1382.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,18369.56
30.0,145784.18484021962,11.15,0.37,46946.48571682304,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,64802.96
240.0,11644.0,3.0,0.01,4442.0,1.0,1.0,13.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,3283.59
60.0,61290.0,11.4,0.19,7965.0,1.0,0.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,65851.29
60.0,276.0,4.09,0.07,5324.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8248.28
30.0,1860.0,12.42,0.41,4091.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12130.9
100.0,3200.0,80.0,0.8,1394.0,1.0,9.0,0.0,1.0,1.0,2.0,4.0,4.0,1.0,0.0,20822.73
30.0,4403.0,4.7,0.16,703.0,0.0,22.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4234.12
60.0,12548.0,13.15,0.22,1297.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21520.66
60.0,55995.0,6.52,0.11,4899.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19497.24
60.0,60000.0,5.73,0.1,7268.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13243.91
60.0,11574.0,11.0,0.18,12347.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16978.83
60.0,1192.0,15.5,0.26,7889.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6406.53
60.0,17600.0,1.8,0.03,2541.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5489.55
30.0,60.0,13.0,0.43,4.0,1.0,1.0,14.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,1045.04
60.0,145784.18484021962,2.87,0.05,15475.0,2.0,12.0,13.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,14682.98
30.0,25000.0,12.01,0.4,2173.0,1.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9906.63
60.0,600.0,1.5,0.02,125.0,1.0,1.0,10.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0,2429.85
25.0,24.0,20.0,0.8,75.0,1.0,23.0,16.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,1539.55
60.0,115130.0,7.2,0.12,8693.0,1.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6757.33
60.0,40000.0,7.12,0.12,2970.0,3.0,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7329.83
100.0,1.0,8.0,0.08,2.0,1.0,9.0,16.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,980.7
60.0,6026.0,2.44,0.04,6944.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17090.0
120.0,12960.0,20.22,0.17,4395.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,5816.47
20.0,1448.0,29.0,1.45,482.0,1.0,20.0,11.0,1.0,1.0,2.0,18.0,9.0,1.0,0.0,3060.82
30.0,70.0,4.51,0.15,6.0,2.0,1.0,13.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,9951.38
90.0,400.0,16.95,0.19,3340.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3438.84
60.0,55710.0,2.34,0.04,3204.0,1.0,4.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,19625.64
240.0,151.0,1.95,0.01,65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1418.01
60.0,49295.0,2.31,0.04,12032.0,3.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29780.5
60.0,20000.0,15.89,0.26,2556.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4471.07
60.0,5218.0,11.22,0.19,617.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5194.22
60.0,4065.0,2.6,0.04,497.0,1.0,12.0,10.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,6269.65
300.0,188.0,30.82,0.1,221.0,1.0,14.0,14.0,1.0,0.0,0.0,10.0,8.0,3.0,0.0,2553.06
